Protein	Corr_DrugRep_avg_ContRep_avg	PValue	FDR	Fold-change 	Fold-change 
Q3ZCT1	N/A	N/A	N/A	N/A	false
P78537	N/A	N/A	N/A	N/A	false
Q8WVJ9	N/A	N/A	N/A	N/A	false
P78536	N/A	N/A	N/A	N/A	false
Q9H341	N/A	N/A	N/A	N/A	false
Q8WVJ2	0.8501667546681606	0.13878552553978504	0.48816818242243487	0.016010971184010254	false
Q709F0	N/A	N/A	N/A	N/A	false
P15884	N/A	N/A	N/A	N/A	false
P43034	0.8456101569321868	0.20778123956395897	0.6138180767471059	0.016091697051013387	false
P15880	0.8868847397514036	3.5821278029703164E-4	0.0	0.06484935062026431	false
Q9UF12	N/A	N/A	N/A	N/A	false
Q6P3W7	N/A	N/A	N/A	N/A	false
O75916	N/A	N/A	N/A	N/A	false
O75915	0.6249382223043157	0.5453671356556644	0.8985141815915795	0.1546625004504297	false
O75914	0.6657426132865165	0.24824831735928068	0.6730300328514273	0.04219558699644401	false
Q76L83	N/A	N/A	N/A	N/A	false
Q8NGG8	N/A	N/A	N/A	N/A	false
Q86VN1	N/A	N/A	N/A	N/A	false
O75912	N/A	N/A	N/A	N/A	false
Q8IV38	N/A	N/A	N/A	N/A	false
P78527	0.8604051284380465	0.001079820136290835	0.0025507741611645236	0.07475351152170373	false
Q8IUR6	N/A	N/A	N/A	N/A	false
Q6UY18	N/A	N/A	N/A	N/A	false
Q6NXE6	N/A	N/A	N/A	N/A	false
Q6UXP7	N/A	N/A	N/A	N/A	false
P78524	N/A	N/A	N/A	N/A	false
Q7KYR7	N/A	N/A	N/A	N/A	false
Q6UY14	N/A	N/A	N/A	N/A	false
Q8IUR0	N/A	N/A	N/A	N/A	false
Q2M389	N/A	N/A	N/A	N/A	false
Q9BSD7	0.7001158675965965	0.0012906578670163094	0.00321331290432414	0.20076213995061407	true
Q86VM9	0.7412254152466172	N/A	N/A	N/A	false
O75909	N/A	N/A	N/A	N/A	false
O75907	N/A	N/A	N/A	N/A	false
P13693	0.920369351640458	0.21549861357501554	0.6257268787426734	0.0012515334699789652	false
Q17RW2	N/A	N/A	N/A	N/A	false
Q6P3V2	N/A	N/A	N/A	N/A	false
O75901	N/A	N/A	N/A	N/A	false
Q96GQ7	0.7561072240059931	0.011494422493985714	0.03828707771691375	0.11447239558091814	false
Q9H324	N/A	N/A	N/A	N/A	false
O75900	N/A	N/A	N/A	N/A	false
P27824	0.8584299067078252	0.038876389572735856	0.1732239716363084	0.03678807294063153	false
Q6SJ96	N/A	N/A	N/A	N/A	false
Q6SJ93	N/A	N/A	N/A	N/A	false
Q8NGF1	N/A	N/A	N/A	N/A	false
Q8IUQ4	N/A	N/A	N/A	N/A	false
Q96H20	N/A	N/A	N/A	N/A	false
P33240	0.8576296066159887	0.8843516928133647	1.0	0.02944627308851168	false
Q5VUD6	N/A	N/A	N/A	N/A	false
Q6UY01	N/A	N/A	N/A	N/A	false
P23468	N/A	N/A	N/A	N/A	false
P23467	N/A	N/A	N/A	N/A	false
Q6YP21	0.2078188209707561	N/A	N/A	N/A	false
P15863	N/A	N/A	N/A	N/A	false
Q86VL8	N/A	N/A	N/A	N/A	false
P21283	N/A	N/A	N/A	N/A	false
Q9BSC4	N/A	N/A	N/A	N/A	false
P21281	0.787240704174359	0.013713691656435222	0.056565301343771295	0.0673040940564623	false
Q3ZCQ8	0.7608610273414365	0.2311091899776706	0.6483533334892799	0.024254280739727803	false
Q5T9S5	N/A	N/A	N/A	N/A	false
Q9H2P9	N/A	N/A	N/A	N/A	false
P27816	0.921013370744404	0.31110304702998637	0.7401974215854215	0.006676024569979062	false
P78509	N/A	N/A	N/A	N/A	false
Q709C8	N/A	N/A	N/A	N/A	false
Q6UXN9	0.8160907349292286	0.04179348456037832	0.1880843516771918	0.04332445785522995	false
Q9H2P0	N/A	N/A	N/A	N/A	false
P78504	N/A	N/A	N/A	N/A	false
P62195	0.858091160751973	0.013086693689862913	0.05190463320691407	0.05406381381426501	false
P62191	0.8177835372749105	1.4034122217434475E-4	0.0	0.12523038743816875	false
P23458	N/A	N/A	N/A	N/A	false
A6NGH7	N/A	N/A	N/A	N/A	false
Q6WN34	N/A	N/A	N/A	N/A	false
P43005	N/A	N/A	N/A	N/A	false
P43003	N/A	N/A	N/A	N/A	false
Q9BSB4	N/A	N/A	N/A	N/A	false
Q86VK4	N/A	N/A	N/A	N/A	false
P13674	0.8002288112032234	0.031169295943927755	0.1367575546499668	0.04031534289809576	false
Q9H307	0.7720698658836733	0.1942398100592598	0.5913371054998456	0.010272862891910728	false
P11498	N/A	N/A	N/A	N/A	false
Q9NQZ5	N/A	N/A	N/A	N/A	false
Q8IV08	0.7062496863874662	0.9982741878236034	1.0	0.14724446155083068	false
Q9NQZ3	N/A	N/A	N/A	N/A	false
Q9NQZ2	N/A	N/A	N/A	N/A	false
Q9H300	N/A	N/A	N/A	N/A	false
Q8IV04	N/A	N/A	N/A	N/A	false
Q49AR2	N/A	N/A	N/A	N/A	false
Q5VUB5	N/A	N/A	N/A	N/A	false
Q8WVF2	N/A	N/A	N/A	N/A	false
Q6UXM1	N/A	N/A	N/A	N/A	false
P31040	0.879484292373681	0.09645145655403017	0.3876396539160374	0.016988597261399428	false
P23443	N/A	N/A	N/A	N/A	false
A6NGG8	N/A	N/A	N/A	N/A	false
P21266	0.8676525995646543	0.25080751400089063	0.6738635872109591	0.007778120576165685	false
P13667	0.7549647765061247	0.012170258635374989	0.04406754118626227	0.1395836069648381	false
Q8NGC1	N/A	N/A	N/A	N/A	false
P54578	0.8116188236215115	0.3871905335711925	0.8066547397489849	0.02264121828191656	false
P54577	0.8736747939242557	0.0367279516724915	0.16019361339674698	0.03478368471196355	false
Q5VUA4	N/A	N/A	N/A	N/A	false
Q8WVE0	N/A	N/A	N/A	N/A	false
Q14093	N/A	N/A	N/A	N/A	false
P46977	0.7920830433773809	0.05531375049059478	0.25368902005404637	0.04026032741322776	false
A8MUH7	N/A	N/A	N/A	N/A	false
P46976	0.7408650091378977	0.9344786775727615	1.0	0.15600424469185814	false
P23434	0.7800683556010306	0.9127520069661087	1.0	0.06333680307835253	false
Q5SY16	0.8170581443384184	0.9296218806593851	1.0	0.04465712714581057	false
Q9H2M9	0.7979694910895578	N/A	N/A	N/A	false
Q86VI3	N/A	N/A	N/A	N/A	false
Q9NR99	N/A	N/A	N/A	N/A	false
P87889	N/A	N/A	N/A	N/A	false
Q3ZCN5	N/A	N/A	N/A	N/A	false
Q86VI1	N/A	N/A	N/A	N/A	false
Q96GM8	N/A	N/A	N/A	N/A	false
Q9NQX4	N/A	N/A	N/A	N/A	false
Q96GM5	N/A	N/A	N/A	N/A	false
Q9NQX3	N/A	N/A	N/A	N/A	false
Q5JVG2	N/A	N/A	N/A	N/A	false
Q92797	N/A	N/A	N/A	N/A	false
Q92796	N/A	N/A	N/A	N/A	false
Q8NGB2	N/A	N/A	N/A	N/A	false
Q9NQX1	N/A	N/A	N/A	N/A	false
P62166	N/A	N/A	N/A	N/A	false
Q9NR90	N/A	N/A	N/A	N/A	false
Q92794	N/A	N/A	N/A	N/A	false
Q6UXK5	N/A	N/A	N/A	N/A	false
Q92793	N/A	N/A	N/A	N/A	false
Q14088	N/A	N/A	N/A	N/A	false
Q8WVD3	N/A	N/A	N/A	N/A	false
Q06481	N/A	N/A	N/A	N/A	false
P21246	N/A	N/A	N/A	N/A	false
A6NGE4	N/A	N/A	N/A	N/A	false
P15822	N/A	N/A	N/A	N/A	false
P13647	0.757676118350987	0.0030704341838799845	0.007298675328405865	0.13400579245129707	false
P13646	0.7746650865388325	0.011097733797050029	0.037425644415069396	0.037919103320849114	false
Q86VH5	N/A	N/A	N/A	N/A	false
P13645	0.8345055647968043	0.007660891688120737	0.023658176283629526	0.06309329455284049	false
Q3ZCM7	0.8806839202590662	3.307935645463649E-5	0.0	0.09227485368592178	false
Q494V2	N/A	N/A	N/A	N/A	false
Q86VH2	N/A	N/A	N/A	N/A	false
Q9NQW8	N/A	N/A	N/A	N/A	false
Q9NQW7	0.8399502540003708	0.8506960111286184	1.0	0.04390480474327312	false
Q9NQW6	N/A	N/A	N/A	N/A	false
Q8IUL8	N/A	N/A	N/A	N/A	false
Q5JVF3	N/A	N/A	N/A	N/A	false
Q53SF7	N/A	N/A	N/A	N/A	false
Q9NR83	N/A	N/A	N/A	N/A	false
P62158	0.8433766786776461	0.012691832169169845	0.04837477792182848	0.06479174831436349	false
Q9NR82	N/A	N/A	N/A	N/A	false
Q92786	N/A	N/A	N/A	N/A	false
Q9NQW1	N/A	N/A	N/A	N/A	false
Q9NR81	N/A	N/A	N/A	N/A	false
Q8WVC6	N/A	N/A	N/A	N/A	false
Q92783	N/A	N/A	N/A	N/A	false
Q8WVC0	N/A	N/A	N/A	N/A	false
Q6ZVW7	N/A	N/A	N/A	N/A	false
Q2M329	N/A	N/A	N/A	N/A	false
Q0VF96	N/A	N/A	N/A	N/A	false
P13639	0.9354992043294147	0.03429684101532643	0.15256031558086025	0.01105231327209893	false
P13637	0.8810384254591879	0.1852851846191018	0.5764306953618172	0.011939832501097864	false
Q9H2K8	N/A	N/A	N/A	N/A	false
Q494U1	N/A	N/A	N/A	N/A	false
Q9NQV7	N/A	N/A	N/A	N/A	false
P13631	N/A	N/A	N/A	N/A	false
Q96GK7	0.7910023608528401	0.9350923485638294	1.0	0.09196988049496613	false
Q92777	N/A	N/A	N/A	N/A	false
Q9H2K0	N/A	N/A	N/A	N/A	false
