Protein	Similarity_Drug_vs_Control	pValue	FDR	Fold-change 	Fold-change 
D1054.11	0.9400656145674167	0.9365141814986613	0.9995692703162754	0.010239476896025107	false
C39E9.8c	0.6527777777777778	0.9991965118512854	0.9995692703162754	0.33333333333333337	true
D1054.10	0.9157148063813653	0.9439774410279098	0.9995692703162754	0.027024302006010487	false
K08E3.10	N/A	N/A	N/A	N/A	false
C39E9.8b	0.7125	0.9959072497224145	0.9995692703162754	0.21637426900584797	true
C39E9.8a	0.7348178137651822	0.9981534483230314	0.9995692703162754	0.1937557392102846	false
Y51A2D.10b	0.6910719323649482	0.8266866550333356	0.9995692703162754	0.15687748297829687	false
Y51A2D.10a	0.7360106294001291	0.932643610689267	0.9995692703162754	0.12105720801988872	false
Y71F9B.16	0.7268843481245165	0.9816371192730646	0.9995692703162754	0.17861387927147418	false
ZK550.6	0.86186657117264	0.9644717751994709	0.9995692703162754	0.036207941643432995	false
ZK550.3	0.6355746419097122	0.016485986160765884	0.07662062707934267	0.2718369228816557	true
Y69F12A.2b	0.7129715998972385	0.035004326529830196	0.3176085574591315	0.1221212547977223	false
Y69F12A.2a	0.711078121016475	0.05774304990592441	0.613520238570099	0.1007186633654501	false
F11A3.1	0.7090148521173382	0.16242772942760075	0.9995692703162754	0.01782748511384946	false
C48B4.1	0.7555969115953557	0.4370834465358921	0.9995692703162754	0.020367806219608067	false
F56C11.3	N/A	N/A	N/A	N/A	false
T24G10.2	N/A	N/A	N/A	N/A	false
Y62H9A.6	0.9090546693610789	0.04828495142947535	0.4878179924051484	0.019772886326729255	false
Y51H1A.5	0.746915074200683	0.9989123643285788	0.9995692703162754	0.1555784291227653	false
M04F3.1	0.8199624874474275	0.37120862084327194	0.9995692703162754	9.710583024221136E-4	false
Y62H9A.5	0.8175559480656039	0.5771495385725509	0.9995692703162754	0.01781019287504872	false
Y62H9A.4	N/A	N/A	N/A	N/A	false
C53B4.7a	0.8227228171777843	0.03439500912257992	0.3105212461905288	0.06584451804698485	false
Y62H9A.3	0.6917718968182696	N/A	N/A	0.24993371650131996	true
F33E11.6a	N/A	N/A	N/A	N/A	false
C15F1.7b	0.8027894975751358	0.8616849415543557	0.9995692703162754	0.11039960426536825	false
Y5H2B.5	N/A	N/A	N/A	N/A	false
C31H5.6b	N/A	N/A	N/A	N/A	false
C31H5.6a	N/A	N/A	N/A	N/A	false
F21C10.10	N/A	N/A	N/A	N/A	false
C01G6.1b	N/A	N/A	N/A	N/A	false
F17E9.11	0.8542827090331272	0.9930711385862175	0.9995692703162754	0.05665510606724363	false
Y47D3A.27	N/A	N/A	N/A	N/A	false
Y105C5A.8a	0.5288961038961039	N/A	N/A	0.48680171884591783	true
Y47D3A.25	0.9249968676083209	N/A	N/A	N/A	false
Y47D3A.21	0.6210911227613243	0.04822640567357288	0.4878179924051484	0.17932106512601373	false
F13B12.4	0.8872794102061353	0.985758104801386	0.9995692703162754	0.032245528768995245	false
E04F6.5b	0.8849245060121035	0.3852857917565204	0.9995692703162754	0.004493423985282126	false
E04F6.5a	0.9104792195893752	0.8916092330297044	0.9995692703162754	0.018081149077252258	false
W10D5.3g	N/A	N/A	N/A	N/A	false
F13B6.3	N/A	N/A	N/A	N/A	false
T27F6.5c	N/A	N/A	N/A	N/A	false
C55A6.12	N/A	N/A	N/A	N/A	false
T27F6.5a	N/A	N/A	N/A	N/A	false
F43G6.17a	N/A	N/A	N/A	N/A	false
Y54F10AR.1	0.6619047619047619	0.2198726245680482	0.9995692703162754	0.05755395683453251	false
F54D7.4	0.747617782198209	0.838051325957087	0.9995692703162754	0.0780067337457184	false
F17H10.2b	N/A	N/A	N/A	N/A	false
Y47D3A.16	N/A	N/A	N/A	N/A	false
ZK512.2b	N/A	N/A	N/A	N/A	false
C29F5.1	0.7675340470157997	0.2441944038923685	0.9995692703162754	0.02491211581238183	false
ZK512.2a	N/A	N/A	N/A	N/A	false
C44B7.2a	N/A	N/A	N/A	N/A	false
F38H4.8a	0.6848767279841579	0.17987908885008416	0.9995692703162754	0.011338723102634287	false
Y71F9AL.17	0.8988371040903312	0.8597637732000964	0.9995692703162754	0.02421825074372336	false
Y71F9AL.16	0.7983825665128066	0.18010930660228705	0.9995692703162754	0.0266798082864834	false
R09F10.4	N/A	N/A	N/A	N/A	false
R09F10.1	0.7330384416646428	N/A	N/A	0.020697783425907387	false
C05D11.5	0.9149531024531025	0.9993373020081185	0.9995692703162754	0.0846722523410547	false
W01A8.1c	0.8880447499498447	0.6246691760836847	0.9995692703162754	0.007549368343327837	false
W01A8.1b	0.889437307145655	0.5465851846745775	0.9995692703162754	0.005289137832956954	false
C05D11.3	0.42264973081037427	N/A	N/A	N/A	false
W01A8.1a	0.888016297335529	0.6614541780344907	0.9995692703162754	0.0068015876866317935	false
K10H10.2	0.8803537656059371	0.9889938722284563	0.9995692703162754	0.05556083616739507	false
C05D11.2	N/A	N/A	N/A	N/A	false
C05D11.1	0.768463183277365	0.9959171023481014	0.9995692703162754	0.16440839545154728	false
Y39G10AR.9a	0.6943399262059119	0.8014625823159174	0.9995692703162754	0.10376192010609239	false
Y71F9AM.6	0.8925323451769267	0.9833674735174249	0.9995692703162754	0.04776571791540894	false
R01H2.6	0.8203599629653496	0.02026581505058654	0.1235124508519004	0.07372829123448343	false
T24B8.4b	N/A	N/A	N/A	N/A	false
R01H2.5	0.7089686047481225	N/A	N/A	N/A	false
T24B8.4a	N/A	N/A	N/A	N/A	false
C06A6.5	N/A	N/A	N/A	N/A	false
R01H2.3	N/A	N/A	N/A	N/A	false
F36A2.13	N/A	N/A	N/A	N/A	false
F23B2.11	0.6706349206349206	N/A	N/A	0.2544378698224852	true
C06A6.3	N/A	N/A	N/A	N/A	false
C29E4.8	0.9346977261453561	0.8824388265435162	0.9995692703162754	0.020319154112525727	false
C29E4.7	0.5950042248700836	N/A	N/A	0.06466404738580399	false
C29E4.4	N/A	N/A	N/A	N/A	false
T08B2.8	0.9103374462600006	0.9966687222570647	0.9995692703162754	0.045354556413890454	false
T05D4.1	0.9139020700829442	0.925786980684127	0.9995692703162754	0.02198466693321434	false
Y6B3A.1c	0.7750588803691049	N/A	N/A	0.0024584929986802982	false
ZK185.3	N/A	N/A	N/A	N/A	false
ZC434.8	0.7120677600047037	1.7520622110381344E-4	0.0	0.24898526471495724	true
T08B2.9b	0.8238678981234983	0.9106466505205131	0.9995692703162754	0.07477253299422437	false
ZC434.5	0.9251409668440087	0.5057576425842536	0.9995692703162754	0.0019051629864756422	false
ZC434.2	0.9522967154949568	0.9760910644402969	0.9995692703162754	0.009944676069007884	false
W09H1.5	0.74701111656895	0.9227391169328342	0.9995692703162754	0.08969891960749514	false
F35H8.6	N/A	N/A	N/A	N/A	false
T24B8.3b	0.8544728172630545	N/A	N/A	0.013400834996959396	false
W09H1.3	N/A	N/A	N/A	N/A	false
B0491.7	N/A	N/A	N/A	N/A	false
T24B8.3a	0.8531857933802587	N/A	N/A	0.025423787383640678	false
F28C6.6	N/A	N/A	N/A	N/A	false
B0491.5	0.866958831951837	0.9915450190357697	0.9995692703162754	0.05786636688590906	false
F17C11.8	N/A	N/A	N/A	N/A	false
R11.1	N/A	N/A	N/A	N/A	false
B0491.3	N/A	N/A	N/A	N/A	false
F28C6.3	N/A	N/A	N/A	N/A	false
C14B9.4b	N/A	N/A	N/A	N/A	false
C14B9.4a	N/A	N/A	N/A	N/A	false
C18E9.6	0.8247226612730181	0.9605829957171441	0.9995692703162754	0.04163994620399439	false
Y42H9AR.1	N/A	N/A	N/A	N/A	false
T04G9.7	N/A	N/A	N/A	N/A	false
C18E9.4	0.781882043397648	0.9997477920194424	0.9995692703162754	0.1741366504242357	false
T05C3.5	0.8214436973210617	0.22349280492091855	0.9995692703162754	0.021139543092314795	false
F46A9.5	0.840983059655219	0.9704626997726542	0.9995692703162754	0.07293086821444351	false
T04G9.5	0.8115153979036056	0.7456510604963893	0.9995692703162754	0.04509281315907446	false
F46A9.4	0.7834936490538904	N/A	N/A	N/A	false
T04G9.4	0.8333333333333334	N/A	N/A	0.19999999999999996	false
F32E10.6	0.7323232323232324	N/A	N/A	0.034482758620689724	false
T04G9.3	0.7266812831223537	N/A	N/A	N/A	false
Y113G7B.23b	0.8891640734689926	0.347291140429549	0.9995692703162754	0.017106566438031198	false
C52E4.4	0.9189172020015164	0.5598088343886813	0.9995692703162754	0.005041935598668517	false
F32E10.4	0.8362325151530343	0.9833219368960513	0.9995692703162754	0.06679207492239177	false
Y113G7B.23a	0.8623482280797913	0.3593756165101183	0.9995692703162754	0.0021126137651685784	false
C52E4.3	0.7800839552629063	0.8358777107174513	0.9995692703162754	0.07598825543979384	false
F32E10.3	N/A	N/A	N/A	N/A	false
C29E4.3b	0.7621176690686949	N/A	N/A	0.2829830855754302	true
C52E4.1	0.7930166180732373	0.006479876121792667	0.024594275358801352	0.12071700022037297	false
C55C2.2	N/A	N/A	N/A	N/A	false
T17H7.1	1.0	N/A	N/A	N/A	false
C44B7.10	0.9131526361651906	0.8109170140741292	0.9995692703162754	0.010224147450812729	false
K02E10.2a	N/A	N/A	N/A	N/A	false
F25D7.4	0.7433214076930562	0.03583824147835928	0.32864457923130846	0.08913362350068536	false
F47B10.7	0.9001761385057895	0.8299031125781897	0.9995692703162754	0.006585529688118987	false
F47B10.2	0.8110280679607778	0.5110949292488284	0.9995692703162754	0.024269839541324348	false
F47B10.1	0.9435883212873987	0.9237619416224656	0.9995692703162754	0.010947733789911384	false
Y87G2A.8b	0.8120225378285305	0.9364856413851819	0.9995692703162754	0.07905650081083729	false
F42H10.6	0.8259439675735206	0.45535067561681053	0.9995692703162754	0.001959820558332398	false
F42H10.3	N/A	N/A	N/A	N/A	false
T04D1.3c	0.6724311174573995	0.5836304138627457	0.9995692703162754	0.11209290960977458	false
T08B2.7c	0.9178610745800557	0.025071646977597152	0.17984563856123487	0.023083822981304736	false
T08B2.7b	0.9187212997881611	0.024691045251710484	0.1758791667048548	0.018279099105717858	false
F52E4.1b	0.898180572359249	0.8532978515423425	0.9995692703162754	0.02454152111719804	false
T04F8.1	0.7401007452481806	0.9407889927566521	0.9995692703162754	0.18739978261294235	false
T23B5.1c	N/A	N/A	N/A	N/A	false
T23B5.1b	N/A	N/A	N/A	N/A	false
F59A6.1	N/A	N/A	N/A	N/A	false
T24B8.1b	0.6644707433277492	0.4866083617683552	0.9995692703162754	0.11530656840108511	false
T23B5.1a	0.5545645676792319	0.42195740167622964	0.9995692703162754	0.1165641199162771	false
T24B8.1a	0.7037937163301492	0.7309292563640818	0.9995692703162754	0.13038601944128536	false
F29D11.1	0.6847558140866975	N/A	N/A	0.014386527755812109	false
Y71G12B.20b	N/A	N/A	N/A	N/A	false
Y71G12B.20a	0.75	N/A	N/A	0.3333333333333333	true
T25B9.9	0.8694084455272554	0.35981707923422895	0.9995692703162754	0.0025607700975938774	false
Y46H3A.7	N/A	N/A	N/A	N/A	false
Y46H3A.3	N/A	N/A	N/A	N/A	false
ZC412.4	0.6565656565656566	N/A	N/A	0.15384615384615366	false
D1081.8	N/A	N/A	N/A	N/A	false
ZC412.3	0.8806101601096024	0.886464957786381	0.9995692703162754	0.03888870835246733	false
K10C8.3a	0.6363636363636364	N/A	N/A	N/A	false
T25B9.1	0.6397042030863404	0.6335872198798949	0.9995692703162754	0.1645491820791825	false
K10B3.8	0.9046592428461476	0.9689498777324412	0.9995692703162754	0.03366960737923874	false
K10B3.7	0.9049524415095167	0.9580303368565978	0.9995692703162754	0.03342589395567713	false
H43I07.3	0.7288309069963885	N/A	N/A	0.28390273653369574	true
H43I07.2	N/A	N/A	N/A	N/A	false
Y37D8A.22	N/A	N/A	N/A	N/A	false
C16A3.9	0.9266830381652865	0.9727707957622277	0.9995692703162754	0.03335665508703548	false
C16A3.8	N/A	N/A	N/A	N/A	false
C16A3.5	0.8970449272719097	0.9606430168354196	0.9995692703162754	0.03239644217453603	false
C16A3.4	N/A	N/A	N/A	N/A	false
C16A3.3	0.6893772893772893	N/A	N/A	0.25717321997874626	true
F26H11.5	N/A	N/A	N/A	N/A	false
T01B11.2a	0.33103526210259204	1.1541338026847371E-4	0.0	1.3477312841009619	true
C32E8.2b	0.9349455533320136	0.9783989327656961	0.9995692703162754	0.037525355273280964	false
C32E8.2a	0.9339214572907446	0.9414966660025152	0.9995692703162754	0.014174931933075298	false
ZK430.3	0.5942150432205674	N/A	N/A	0.024058939870379353	false
ZK430.2	0.6523689032942841	0.9197448909160766	0.9995692703162754	0.24168576733154964	true
R09E12.3	0.8677116718050164	0.7730689197049184	0.9995692703162754	0.03401366152744987	false
Y37D8A.19	0.7558275992071862	0.9947288417206392	0.9995692703162754	0.15090096785682705	false
ZK430.1	0.8326067667431376	0.9960022939061308	0.9995692703162754	0.0988244438354361	false
Y37D8A.18	0.704589167294414	N/A	N/A	N/A	false
Y37D8A.17	N/A	N/A	N/A	N/A	false
Y111B2A.22d	N/A	N/A	N/A	N/A	false
C14F11.6	0.8673837518559412	0.20096462093989692	0.9995692703162754	0.021817250473714613	false
Y37D8A.14	0.8954262262845155	0.9410569606370752	0.9995692703162754	0.022108257900446453	false
Y49A3A.5	0.91213400629941	0.5683722214322975	0.9995692703162754	0.003111383802089764	false
Y49A3A.2	0.9115175829265589	0.9926299394930739	0.9995692703162754	0.043759612292953165	false
Y37D8A.10	0.5910923442587821	0.13167321268927842	0.9995692703162754	0.014675450072343712	false
F17A9.4	0.714349493859139	0.9746356131706388	0.9995692703162754	0.19320633894024325	false
F27D9.5	0.9113270390392677	0.7582985194125356	0.9995692703162754	0.007570414468763764	false
D2030.9a	N/A	N/A	N/A	N/A	false
Y66H1B.2g	0.9241590453659896	0.8050741090547519	0.9995692703162754	0.008734907462769384	false
F17A9.2	N/A	N/A	N/A	N/A	false
Y66H1B.2f	0.9242188628553003	0.8050741090547519	0.9995692703162754	0.008849390654359073	false
W03C9.3	0.9003531596093136	0.9846804382270168	0.9995692703162754	0.03823019039561708	false
C13B4.2	0.8204090613975593	0.8383124556471109	0.9995692703162754	0.023043960857979797	false
Y66H1B.2e	0.8550977616177923	0.7229905859227542	0.9995692703162754	0.04419837525321622	false
Y66H1B.2d	0.9274507578076824	0.3624128781682142	0.9995692703162754	0.0039141308779196415	false
Y66H1B.2c	0.9267499497088322	0.3624128781682142	0.9995692703162754	0.0029616206142913416	false
T21B10.7	0.9131195537814359	0.8855892774683563	0.9995692703162754	0.02438798004034048	false
Y66H1B.2b	0.8573036136289806	0.7229905859227542	0.9995692703162754	0.0466576637744905	false
Y66H1B.2a	0.9244920672808022	0.7408925247770891	0.9995692703162754	0.009350023434110373	false
ZK270.2e	0.8352778202818523	0.8373348069326467	0.9995692703162754	0.05189016815848424	false
ZK270.2d	0.8374504067439577	0.8955547533284365	0.9995692703162754	0.05372194657158977	false
ZK270.2b	0.7548708129145992	0.301383795559071	0.9995692703162754	0.006605726041756514	false
ZK270.2a	0.8364433159683734	0.893789560310695	0.9995692703162754	0.052506099803204184	false
T21B10.1	N/A	N/A	N/A	N/A	false
F14H3.6	N/A	N/A	N/A	N/A	false
C29E4.12	N/A	N/A	N/A	N/A	false
F09E5.8	0.7808188331127082	0.8332283878910106	0.9995692703162754	0.06964283700754448	false
F09E5.7	1.0	N/A	N/A	0.0	false
C24B9.3a	0.7046311617290165	0.5879025834309715	0.9995692703162754	0.026091980984982003	false
F09E5.5	N/A	N/A	N/A	N/A	false
F09E5.3	0.8658248537412311	0.07970155910301835	0.8364939684917218	0.034737300522155595	false
F57B10.5	N/A	N/A	N/A	N/A	false
F09E5.2	N/A	N/A	N/A	N/A	false
F09E5.1	N/A	N/A	N/A	N/A	false
K04G2.6	N/A	N/A	N/A	N/A	false
C03B1.12	0.8553961910690323	0.5410597664045406	0.9995692703162754	0.027919725007798057	false
K04G2.5	0.6945455568804698	0.03559593076035279	0.32858461228256575	0.1739378061460125	false
K04G2.3	N/A	N/A	N/A	N/A	false
C14B9.10	N/A	N/A	N/A	N/A	false
C50F4.16	0.875	N/A	N/A	N/A	false
C10C5.5	N/A	N/A	N/A	N/A	false
K04G2.1	0.8550809896479629	0.49828426665974135	0.9995692703162754	0.003194445276753647	false
C10C5.4	0.5570687816042854	0.024622601175589415	0.1758791667048548	0.2944303892806372	true
C10C5.3	0.7142857142857143	N/A	N/A	N/A	false
C50F4.13	0.8508335336646639	0.09768130445921197	0.9469662008749746	0.02553760047056332	false
C24H11.7a	N/A	N/A	N/A	N/A	false
C50F4.11	N/A	N/A	N/A	N/A	false
B0393.1	0.9311299997844326	0.7246651516753314	0.9995692703162754	0.009608469638598344	false
C15C7.7	N/A	N/A	N/A	N/A	false
C33G3.4	N/A	N/A	N/A	N/A	false
C15C7.5	N/A	N/A	N/A	N/A	false
C32F10.8b	0.8706246500346778	0.4745760104654878	0.9995692703162754	0.010221404276835247	false
C32F10.8a	0.8748730238692685	0.4322165367047512	0.9995692703162754	0.010005572358722271	false
R03E1.2	0.7791375100098749	0.25215738337804494	0.9995692703162754	0.00687634568236122	false
T02B11.3a	N/A	N/A	N/A	N/A	false
Y57G11C.15b	0.8364905277724319	0.9221790226825953	0.9995692703162754	0.07986013262211641	false
Y49E10.4	N/A	N/A	N/A	N/A	false
Y57G11C.15a	0.8924882913681992	0.9641138439029066	0.9995692703162754	0.04726021567670931	false
R08E3.2	0.6980911241674265	N/A	N/A	0.40574040845035647	true
Y49E10.2	0.7663470891707688	0.47767229913573406	0.9995692703162754	0.06650322080540465	false
ZK632.9	0.9166666666666666	N/A	N/A	N/A	false
Y49E10.1	0.9374661223346187	0.8990008683508182	0.9995692703162754	0.002228569386127676	false
F22B5.9	0.9028760594893462	0.7376960144125086	0.9995692703162754	0.012508453590765647	false
ZK632.6	0.7869529572358108	0.9861164718210335	0.9995692703162754	0.07354099829416276	false
C32E8.11	N/A	N/A	N/A	N/A	false
Y39G10AR.2a	N/A	N/A	N/A	N/A	false
F22B5.7	0.7845538374081888	0.7821737982660726	0.9995692703162754	0.08949469363271373	false
F08G12.2	N/A	N/A	N/A	N/A	false
ZK632.4	0.8611063559629741	0.9906900417284382	0.9995692703162754	0.054346007671349894	false
C14C11.3	N/A	N/A	N/A	N/A	false
ZK856.8	N/A	N/A	N/A	N/A	false
F22B5.4	0.8729652849657547	0.9594252471470236	0.9995692703162754	0.03777963111420526	false
ZK632.2	N/A	N/A	N/A	N/A	false
ZK856.7	0.8819283411066431	0.9287521607253628	0.9995692703162754	0.04954441749717344	false
T05G5.10c	0.7519098962342272	0.08352499939487558	0.8670951841389357	0.05062691569128755	false
C04G2.1b	N/A	N/A	N/A	N/A	false
F22B5.2	0.8190847020800079	0.7796281952147858	0.9995692703162754	0.0898483416357369	false
W09D10.4	0.7684862436474852	0.9829825636542877	0.9995692703162754	0.10821125452599092	false
ZK856.5	N/A	N/A	N/A	N/A	false
T05G5.10a	0.934365597362602	0.717668766547689	0.9995692703162754	0.0017740698568771652	false
W09D10.3	0.779481948102402	0.7831957685380138	0.9995692703162754	0.04147615111197386	false
F26D10.9a	0.6279441320529561	0.09445738073259544	0.9390206124151078	0.014059063947174422	false
W09D10.1	N/A	N/A	N/A	N/A	false
F38A1.8	0.7800172594261491	0.8253614430634046	0.9995692703162754	0.07183793139400077	false
K04F1.1	0.5066022011297457	N/A	N/A	0.5796196676704942	true
M01B12.4c	N/A	N/A	N/A	N/A	false
F58G1.4	0.8131726211367328	0.8906964467836063	0.9995692703162754	0.05665265595017603	false
R06A10.2	N/A	N/A	N/A	N/A	false
T11G6.8	N/A	N/A	N/A	N/A	false
F58G1.1	0.7269586207857568	0.976687319749457	0.9995692703162754	0.14480215077592587	false
Y97E10AL.3	N/A	N/A	N/A	N/A	false
Y43F4B.4	N/A	N/A	N/A	N/A	false
T06D8.8	0.9183640595780852	0.46516159503113474	0.9995692703162754	0.005623913017009328	false
T21D12.4	0.7269173321272429	0.6106888390363501	0.9995692703162754	0.014325954710106507	false
H27A22.1b	0.6787878787878787	N/A	N/A	0.11607142857142852	false
T06D8.6	0.5322492736619423	0.010457944662608675	0.03631498470948012	0.5379078562660099	true
E02D9.1b	0.7892743720321603	0.23715730411935354	0.9995692703162754	0.004483661941711161	false
T27F2.1	0.8998854773144997	N/A	N/A	0.005418942265806521	false
F09C3.2	N/A	N/A	N/A	N/A	false
F09C3.1	N/A	N/A	N/A	N/A	false
F54D8.3b	0.8549311027925821	0.02583970789810821	0.19614355733496114	0.04659342252581261	false
F54D8.3a	0.8466252675638078	0.12351858476104982	0.9995692703162754	0.03701537093842623	false
F55H2.6	0.9022780886926025	0.8684910311846922	0.9995692703162754	0.010948293232889414	false
Y39G10AR.20	0.6166386957175366	N/A	N/A	0.29735614316110914	true
F55H2.2	0.8710867201379218	0.9972582151536327	0.9995692703162754	0.07229350793322765	false
F47G6.4	N/A	N/A	N/A	N/A	false
K09E2.3	0.8749079144276464	0.2169855475870681	0.9995692703162754	0.015285347486882421	false
Y45F3A.3b	0.8655910163361741	0.7611331253210608	0.9995692703162754	0.025541956128216917	false
Y32G9A.8	0.6414129076071338	N/A	N/A	0.02710220291682942	false
Y32G9A.1	0.7358851673818746	N/A	N/A	0.02405753934982051	false
F08D12.7	N/A	N/A	N/A	N/A	false
T09A5.9	0.31485729849643534	6.231372198969585E-4	0.0	1.1334342222793807	true
F08D12.1	0.8352953444728305	0.32881273964506147	0.9995692703162754	0.0016185627988487305	false
F08F8.7	0.860887678295001	0.258564170872158	0.9995692703162754	0.013308608043768318	false
F54H12.6	0.8924936513804478	0.8666398016132735	0.9995692703162754	0.016883156926808834	false
K11D12.13	0.73261872847619	0.8744681308094344	0.9995692703162754	0.09704529784291728	false
Y39G10AR.14	0.8683419708272346	0.8144397719602902	0.9995692703162754	0.036199139035302835	false
F01F1.12b	0.9507848272354048	0.9554875055733837	0.9995692703162754	0.003183485170075273	false
F01F1.12a	0.9560694735248244	0.9560112285086083	0.9995692703162754	0.006023725850175601	false
K11D12.11	N/A	N/A	N/A	N/A	false
Y51A2D.9b	0.6521370701571948	0.7462559577838341	0.9995692703162754	0.1394816282015584	false
Y51A2D.9a	0.7112483584538086	0.7753732526799482	0.9995692703162754	0.09523480147385498	false
F55G1.9	N/A	N/A	N/A	N/A	false
W02A11.4	0.70457558791582	0.07220136211642227	0.7705634523762649	0.05592879963960487	false
F11G11.13	0.640104800876633	0.023304417143797964	0.1624792021044217	0.22961109939817095	true
F55G1.5	N/A	N/A	N/A	N/A	false
F55G1.4	0.1827064480861238	N/A	N/A	N/A	false
W02A11.2	N/A	N/A	N/A	N/A	false
Y57G11C.12b	0.862164557741531	0.8498701517888996	0.9995692703162754	0.014057828119510923	false
F29B9.6	0.7819429091260205	0.16872521915430655	0.9995692703162754	0.04691574876956239	false
F29B9.5	N/A	N/A	N/A	N/A	false
Y37D8A.11b	N/A	N/A	N/A	N/A	false
Y37D8A.11a	N/A	N/A	N/A	N/A	false
F11F1.6	N/A	N/A	N/A	N/A	false
Y22F5A.3b	N/A	N/A	N/A	N/A	false
Y22F5A.3a	N/A	N/A	N/A	N/A	false
T13A10.11b	0.8794601873237461	0.33998135157236786	0.9995692703162754	4.4013853983897595E-4	false
Y25C1A.13	0.7630618617229928	0.9668897254469531	0.9995692703162754	0.10762389385540447	false
T03D8.3	N/A	N/A	N/A	N/A	false
T13A10.11a	0.8744106197946192	0.635010443152567	0.9995692703162754	0.017703835054100336	false
Y48G10A.3	0.5532553942741955	N/A	N/A	0.005289695107222122	false
Y48G10A.1	0.4401776345484592	0.0018833600709328904	0.004788789192458917	0.6665533957029088	true
Y17G7B.10a	0.42554373534619716	N/A	N/A	1.3499347233638848	true
Y42G9A.4d	0.6170726635623516	0.002298912416792427	0.008441255525690295	0.31604849052965095	true
M01H9.3c	N/A	N/A	N/A	N/A	false
Y42G9A.4c	0.62831293453315	0.0010936347279236498	0.0	0.306864406702521	true
ZK1058.6	N/A	N/A	N/A	N/A	false
M03F4.7b	0.7145024630609574	N/A	N/A	0.26093805862604097	true
M01H9.3b	N/A	N/A	N/A	N/A	false
Y42G9A.4b	0.6225391801190437	0.0014715029281504295	0.0	0.3130776088692209	true
M03F4.7a	0.7525118257789228	0.49580965114625875	0.9995692703162754	0.015629385110513285	false
F11C7.3b	1.0	N/A	N/A	N/A	false
Y42G9A.4a	0.620620718911529	8.348426335069337E-4	0.0	0.3353370175138777	true
ZK1058.4	0.7668070064703475	0.96998618449151	0.9995692703162754	0.13298299365775457	false
T08B2.10	0.8571626708281362	0.666399696501077	0.9995692703162754	0.03179746716631509	false
ZK1058.2	0.8159033839655264	0.1427119310306717	0.9995692703162754	0.02882095068472886	false
ZK1058.1	0.8685320705256344	0.8344334031705166	0.9995692703162754	0.05094077724100256	false
Y57G11C.11a	0.6268955836412444	N/A	N/A	0.07932833269800936	false
C40H1.6	0.6630169570718695	N/A	N/A	0.005504700228054119	false
F37B4.7	N/A	N/A	N/A	N/A	false
C40H1.5	0.7332655935413713	0.8696816755064616	0.9995692703162754	0.08513343226619459	false
Y7A5A.1	N/A	N/A	N/A	N/A	false
T24A6.20	N/A	N/A	N/A	N/A	false
T10H9.4	0.7345644942689201	0.920673969529643	0.9995692703162754	0.15686228166196348	false
R07E5.8	0.6771701047596936	N/A	N/A	0.08076633305926817	false
R07E5.3	N/A	N/A	N/A	N/A	false
R07E5.2	0.9036879828201562	0.9892932279295268	0.9995692703162754	0.03859710831817266	false
T04A8.7b	0.8143066375280322	0.4189239290735565	0.9995692703162754	0.002553894260104812	false
T04A8.7a	0.8269667656157421	0.24500333198658245	0.9995692703162754	0.002263898144875198	false
H38K22.2b	N/A	N/A	N/A	N/A	false
Y57G11C.10c	0.83505177539564	0.8015563330324125	0.9995692703162754	0.06921503962199915	false
C06A8.1b	0.8652154943056386	0.8388847393026869	0.9995692703162754	0.020125030460756848	false
F40F9.6c	0.8210873304208045	0.9932336580524403	0.9995692703162754	0.10222925783940341	false
Y57G11C.10b	0.847372472717265	0.9936658428201232	0.9995692703162754	0.08615581903653972	false
C06A8.1a	0.8668385762222601	0.7953830891426957	0.9995692703162754	0.02288455407746118	false
F40F9.6b	0.8329942911325761	0.9957235513287087	0.9995692703162754	0.10440218131865883	false
Y57G11C.10a	0.8460103578974946	0.9965741102677599	0.9995692703162754	0.08610400623582197	false
F40F9.6a	0.8366211815303711	0.9964949951381611	0.9995692703162754	0.10598885019301162	false
D2030.2a	N/A	N/A	N/A	N/A	false
W03D8.6b	0.7413291904465219	0.8862880618834157	0.9995692703162754	0.10575946893532236	false
F08B6.4b	0.9061222520626813	0.9278208005137216	0.9995692703162754	0.027703642848291403	false
W03D8.6a	0.7440432646515633	0.8862880618834157	0.9995692703162754	0.10902142327826204	false
W07G4.4	0.9372085581472147	0.8977100488982634	0.9995692703162754	0.015258360456674962	false
F08B6.4a	0.9061713996316304	0.9595107701648105	0.9995692703162754	0.027712916152729916	false
W07G4.3	N/A	N/A	N/A	N/A	false
C14F5.3d	0.616108735078926	N/A	N/A	N/A	false
B0284.2	N/A	N/A	N/A	N/A	false
C14F5.3c	N/A	N/A	N/A	N/A	false
C14F5.3b	0.6416625294224131	N/A	N/A	N/A	false
C14F5.3a	0.6692810861169263	N/A	N/A	N/A	false
F52A8.5	0.8437301974125636	0.7945183925148911	0.9995692703162754	0.050161039881110106	false
F52A8.1	0.7148606117473159	0.11418146750608237	0.9995692703162754	0.044181928665620845	false
F26G1.7	0.9132335846498131	0.5964502508810229	0.9995692703162754	0.0024880670326904793	false
Y71D11A.3b	0.6997332842299265	0.9935283261068906	0.9995692703162754	0.16496552331100192	false
EGAP2.3	0.6055609682623341	0.9413880876742023	0.9995692703162754	0.22921099911538392	true
C52A10.2	N/A	N/A	N/A	N/A	false
C52A10.1	N/A	N/A	N/A	N/A	false
