Protein	Similarity_Drug_vs_Control	pValue	FDR	Fold-change 	Fold-change 
K02F3.9	N/A	N/A	N/A	N/A	false
C05G5.4	0.9283830609009796	0.83272952343833	0.9995692703162754	0.020919001862510767	false
K02F3.3	0.776528314582646	0.9768861582209101	0.9995692703162754	0.14753414024929506	false
F26F4.10c	0.7474231053522282	N/A	N/A	0.13591719477205874	false
K02F3.2	0.8805362821205631	0.9967332782499791	0.9995692703162754	0.07053080983731641	false
F26F4.10b	0.8603680291904413	0.7470886974849728	0.9995692703162754	0.03925269223795686	false
F26F4.10a	0.8646305622074889	0.6749357953499813	0.9995692703162754	0.03118514287708173	false
K07F5.9	0.7777777777777778	N/A	N/A	N/A	false
F35E12.7a	N/A	N/A	N/A	N/A	false
F56A3.3b	0.6538448209092782	N/A	N/A	0.0016585718907663797	false
H24K24.5	N/A	N/A	N/A	N/A	false
Y92C3B.3b	N/A	N/A	N/A	N/A	false
K07F5.5	N/A	N/A	N/A	N/A	false
F56A3.3a	0.7463344566770526	0.8974130309732438	0.9995692703162754	0.0775682265884097	false
H24K24.4	N/A	N/A	N/A	N/A	false
Y92C3B.3a	N/A	N/A	N/A	N/A	false
K07F5.11	0.8333333333333334	N/A	N/A	0.19999999999999996	false
C18C4.10d	0.6825517483403499	0.027932658815823696	0.22948628992881556	0.17296081950279707	false
C46G7.4c	N/A	N/A	N/A	N/A	false
K07F5.2	0.8586647059920199	0.3310516675496257	0.9995692703162754	0.006769632068873507	false
C46G7.4a	N/A	N/A	N/A	N/A	false
K07F5.1	0.8583567028987552	0.3310516675496257	0.9995692703162754	0.006584616407830861	false
C18C4.10a	0.6803012757141684	0.028697934435995345	0.24263198575125178	0.1711229844193894	false
T14G10.5c	0.8845433895679902	0.531012676571443	0.9995692703162754	0.013789526993453576	false
T14G10.5b	0.8833258681891195	0.5911811428176728	0.9995692703162754	0.014539045324994768	false
R10H10.3	N/A	N/A	N/A	N/A	false
T14G10.5a	0.8833863294118033	0.5911811428176728	0.9995692703162754	0.014606492796438478	false
C26C6.2	0.8535665403154254	0.9827146747002735	0.9995692703162754	0.058935002462560164	false
Y22D7AL.5b	0.9340155067912983	0.9240866869521468	0.9995692703162754	0.00784346852215317	false
R10H10.1	0.6542976006187923	0.9993463477948642	0.9995692703162754	0.32073043822242703	true
Y22D7AL.5a	0.9376510191272828	0.9840105671576904	0.9995692703162754	0.03402404209935559	false
F41G3.14	N/A	N/A	N/A	N/A	false
T19B10.3	0.7848927875243664	0.932472619991092	0.9995692703162754	0.07794949369517849	false
T19B10.2	0.7644575190449677	0.9552632144156828	0.9995692703162754	0.11420138403962614	false
C46F11.4	N/A	N/A	N/A	N/A	false
ZC116.2	0.8785099500272664	0.31343180897609496	0.9995692703162754	0.005455883145728004	false
Y92C3B.2d	0.6774736713664897	0.06776376797462552	0.7119473906039804	0.0959285181715106	false
Y92C3B.2c	0.6774736713664897	0.06776376797462552	0.7119473906039804	0.0959285181715106	false
Y92C3B.2b	0.43685499527859645	N/A	N/A	0.5750331067500206	true
JC8.3c	0.8491101690533185	0.24296515087406118	0.9995692703162754	0.0015752955183068597	false
JC8.3a	0.9000987480581819	0.9837072924832746	0.9995692703162754	0.04221989515507958	false
C52E12.1	N/A	N/A	N/A	N/A	false
Y66D12A.22	N/A	N/A	N/A	N/A	false
F53H4.2	0.857081420567578	0.9492674801850751	0.9995692703162754	0.06054772581713714	false
H14E04.2d	N/A	N/A	N/A	N/A	false
T07C12.7	0.836242798232644	0.6964357254273406	0.9995692703162754	0.03173670361184369	false
F38B6.4	N/A	N/A	N/A	N/A	false
H14E04.2a	N/A	N/A	N/A	N/A	false
W05B5.1g	N/A	N/A	N/A	N/A	false
W05B5.1f	N/A	N/A	N/A	N/A	false
C44F1.3	0.9112984796414428	0.20213978394387044	0.9995692703162754	0.017827988348048683	false
F52C9.8c	N/A	N/A	N/A	N/A	false
Y23H5A.8	N/A	N/A	N/A	N/A	false
W05B5.1c	N/A	N/A	N/A	N/A	false
F48F7.1a	0.8059171592988613	0.07495232464336266	0.7876856934474684	0.04728758359140174	false
W05B5.1a	N/A	N/A	N/A	N/A	false
B0280.1a	N/A	N/A	N/A	N/A	false
Y23H5A.3	N/A	N/A	N/A	N/A	false
T22G5.2	0.8272791177672197	0.6889574837243868	0.9995692703162754	0.029968988088101584	false
F44G4.4a	N/A	N/A	N/A	N/A	false
T14F9.3	0.8129227297598609	0.8383830295222735	0.9995692703162754	0.04714746549221856	false
H01G02.1a	N/A	N/A	N/A	N/A	false
T14F9.1	0.8891474365495217	0.9809973837782553	0.9995692703162754	0.05526509531908237	false
Y65B4BR.5b	0.933340175666638	0.7451606401734512	0.9995692703162754	0.0028744164515449285	false
Y65B4BR.5a	0.937212626646376	0.45493616538771564	0.9995692703162754	0.0016133206137955076	false
H20J18.1a	N/A	N/A	N/A	N/A	false
K08D12.1	0.8254285166158396	0.831148688424617	0.9995692703162754	0.04513620061274909	false
F38A5.7	0.6930496588494308	0.4084240308991771	0.9995692703162754	0.1498985714375605	false
Y10G11A.1a	N/A	N/A	N/A	N/A	false
F09F7.4b	0.8290484164681785	0.20820369580319298	0.9995692703162754	0.03391283690867856	false
F54B11.3a	N/A	N/A	N/A	N/A	false
Y37E11B.5	0.5828005563688509	N/A	N/A	0.03214464390824844	false
Y116A8A.9c	0.7688670764268032	0.00627822106658545	0.023878346110343094	0.11535658098128049	false
Y116A8A.9b	0.8003384475850104	0.14562502062153299	0.9995692703162754	0.035086056877761354	false
K07E3.4a	0.8712281797404992	0.498306925007775	0.9995692703162754	0.001436435428173032	false
Y116A8A.9a	0.8046035487908147	0.10276485159269111	0.978341515427505	0.038309534345483065	false
Y43F8C.13	0.7123101362493238	0.28453632904104786	0.9995692703162754	0.01954551245152495	false
Y43F8C.12	N/A	N/A	N/A	N/A	false
Y77E11A.1	0.8207687848392741	0.9991180902901725	0.9995692703162754	0.12137869043870647	false
D1009.1a	0.6680189387471442	0.5340692782904305	0.9995692703162754	0.021380961526671176	false
T14G10.2d	0.36698729810778075	N/A	N/A	N/A	false
C05D2.8	N/A	N/A	N/A	N/A	false
F42G8.8	0.7439609958139465	0.9964811246436669	0.9995692703162754	0.11633241160238329	false
F47D12.4c	0.7836797959791882	0.9841980519666269	0.9995692703162754	0.09326087169289818	false
F47D12.4b	0.7749981564078371	0.9751244904746308	0.9995692703162754	0.09408116872849838	false
K02G10.6	N/A	N/A	N/A	N/A	false
ZK6.11a	0.7379221168182672	0.6597634795506648	0.9995692703162754	0.05793706520126343	false
C30G7.1	N/A	N/A	N/A	N/A	false
T22B11.5	0.908936461677178	0.8925491508866032	0.9995692703162754	0.028813006806870507	false
T12B3.3	0.8464294627707997	0.9896382752160322	0.9995692703162754	0.06744656185062932	false
T07C4.9b	0.6016672603389457	1.3948796276780107E-4	0.0	0.4445434576882619	true
Y71H2AM.19b	0.9332690285147457	0.8790942739871169	0.9995692703162754	0.017617532359857035	false
Y71H2AM.19a	0.9348854111829881	0.8681765728173326	0.9995692703162754	0.017647836252760854	false
T14D7.1	0.7847810808483161	0.04403452847001553	0.4357798165137614	0.07113876777298846	false
Y6D11A.2	0.8307582800362	0.7510843779862182	0.9995692703162754	0.037118706871490874	false
ZK112.1	0.586212814645309	0.9823308849633372	0.9995692703162754	0.22253667740151611	true
ZK1127.7	0.9740740740740742	N/A	N/A	0.0076045627376427095	false
ZK1127.6	0.89375	0.9996507557962914	0.9995692703162754	0.10023310023310024	false
ZK1127.4	N/A	N/A	N/A	N/A	false
F09F7.2b	0.9090117662225309	0.9058626111046173	0.9995692703162754	0.01966132343373261	false
F09F7.2a	0.9307125689142407	0.7011721911159214	0.9995692703162754	0.0020630246217518463	false
C15F1.6	0.8810517086517736	0.9713427732028221	0.9995692703162754	0.03217517704219754	false
JC8.14	0.8087433610174375	0.49502696425111775	0.9995692703162754	0.02582958154889187	false
C25B8.4c	0.6942356792059363	0.038669066763024174	0.36373275214631773	0.12300900738505348	false
C25B8.4a	0.7075788945207678	0.03617023097004993	0.32864457923130846	0.12019200064399294	false
C15F1.1	N/A	N/A	N/A	N/A	false
F35A5.1	N/A	N/A	N/A	N/A	false
H25K10.4	0.839006093170701	N/A	N/A	0.012752006376384866	false
K07B1.2	0.7083333333333334	N/A	N/A	N/A	false
M01E11.5	0.8780417983734322	0.5415348339278102	0.9995692703162754	0.023596823226873852	false
Y39G8C.1	0.8615355805795204	0.5618483560113354	0.9995692703162754	0.02108975314351679	false
T12A2.5	N/A	N/A	N/A	N/A	false
M01E11.2	0.5589208037472301	N/A	N/A	0.6497470051140348	true
T12A2.2	0.7362592184888891	0.49858225938425493	0.9995692703162754	0.029135472057002284	false
T12A2.1	0.8333333333333334	N/A	N/A	0.19999999999999996	false
Y19D2B.1	0.9053247786332274	0.8402795393139894	0.9995692703162754	0.019723572086362957	false
R08B4.2	N/A	N/A	N/A	N/A	false
C25B8.3c	0.8916974374089289	0.5982569986434554	0.9995692703162754	0.001977508811193455	false
C25B8.3b	0.8964835805673553	0.5467610454373966	0.9995692703162754	0.0013080578195793235	false
F32B6.6	0.852906865463125	0.3458284422937432	0.9995692703162754	0.00638755788246029	false
Y104H12D.3	0.8759329830294176	N/A	N/A	0.0451243861073898	false
VW06B3R.1b	0.898811945512587	0.7555105718025215	0.9995692703162754	0.013342991508666939	false
C04F6.3	0.8026561407538088	0.9835467142577241	0.9995692703162754	0.07870736538065015	false
F32B6.2	0.8827304731492326	0.3953230163476231	0.9995692703162754	0.006601423233661674	false
C04F6.1	0.951684944600741	0.9845611260373945	0.9995692703162754	0.012796152351422072	false
K04C2.2	0.8148595463422748	N/A	N/A	0.10804982106939941	false
C17C3.1e	N/A	N/A	N/A	N/A	false
Y22D7AL.10	0.940196107200631	0.8776007389561769	0.9995692703162754	0.0033156236113271306	false
C06G4.2d	0.8740590496615758	0.26507438349012247	0.9995692703162754	0.00837377755024571	false
C06G4.2b	0.8726691817989591	0.26507438349012247	0.9995692703162754	0.010525290444595435	false
C06G4.2a	0.8738770485593994	0.26507438349012247	0.9995692703162754	0.0069270226105824385	false
DY3.2	0.9279954933200404	0.9323347099501931	0.9995692703162754	0.02745551547695354	false
DY3.1	N/A	N/A	N/A	N/A	false
T22C1.6	0.6782111998153535	N/A	N/A	0.06315015725590999	false
C17H12.13b	N/A	N/A	N/A	N/A	false
R12H7.2	0.9068741560098519	0.7322170422311862	0.9995692703162754	0.014298284250446007	false
Y73F8A.27	0.9472222222222223	N/A	N/A	0.03812316715542532	false
C12C8.2b	N/A	N/A	N/A	N/A	false
Y92H12BL.1	0.6809708544636348	N/A	N/A	0.09732646291671058	false
C12C8.2a	0.8471570716862266	0.7905244633540871	0.9995692703162754	0.03668595919467126	false
F49E8.3b	0.8797119015185529	0.0912514573263975	0.9370904325032765	0.02268309398225852	false
F49E8.3a	0.879997434504954	0.0912514573263975	0.9370904325032765	0.022452536458280277	false
F10D2.10	N/A	N/A	N/A	N/A	false
F32A5.8	N/A	N/A	N/A	N/A	false
F32A5.7	0.8142274392274392	0.9986028531005217	0.9995692703162754	0.09483155257911151	false
F32A5.3	0.7576564325998989	0.9155422219653692	0.9995692703162754	0.0783278497216936	false
F40F11.1	0.9015421599518691	0.9634020266149224	0.9995692703162754	0.022423771620998203	false
ZK593.5c	0.7528847124296402	0.8662812352245695	0.9995692703162754	0.11857027686229021	false
ZK593.5a	0.7337133773781219	0.7417410357732258	0.9995692703162754	0.09832677799189904	false
B0414.7b	N/A	N/A	N/A	N/A	false
K08F9.2	0.8186131362108778	0.9440090905749494	0.9995692703162754	0.11848117368184728	false
F58E10.3a	0.8824715276673841	0.639104721546121	0.9995692703162754	0.004296858866367611	false
F35E12.10	N/A	N/A	N/A	N/A	false
R02E12.2b	N/A	N/A	N/A	N/A	false
R02E12.2a	N/A	N/A	N/A	N/A	false
T10H10.2	0.8750000000000001	0.9990434592658136	0.9995692703162754	0.07936507936507958	false
Y51H4A.7	0.8342952565932823	0.2820906970738179	0.9995692703162754	0.022236665485313497	false
C01F6.5	0.922334455667789	N/A	N/A	0.044049647116086534	false
Y51H4A.3	0.9129669624533819	0.5348970050987407	0.9995692703162754	0.0018618443034780256	false
R74.1	0.9113905749970064	0.7598431312819426	0.9995692703162754	0.008454251939720929	false
K03E6.6	0.870298393174755	0.154919108532014	0.9995692703162754	0.02795131300862203	false
K06C4.5	0.8508937411511585	0.08627177538553743	0.900515102563321	0.0383352219895356	false
H12D21.7c	0.8892755535103466	0.3731652919405476	0.9995692703162754	0.006458437387601048	false
K06C4.3	0.8514676835790506	0.09768130445921197	0.9469662008749746	0.025898297967414625	false
K06C4.2	0.8971796899215847	0.9841124953286572	0.9995692703162754	0.04435230889886114	false
ZC262.7	0.7143012173807136	N/A	N/A	0.19997395536568263	false
F10G8.6	N/A	N/A	N/A	N/A	false
F10G8.5	0.7561137738421241	0.6453174649171954	0.9995692703162754	0.056573211242069724	false
F10G8.3	0.7411067572527137	0.9970926754727274	0.9995692703162754	0.14198331300509007	false
F11A5.12	0.7804165128901404	N/A	N/A	0.10304306938910283	false
T27A1.4	0.7272876445383004	N/A	N/A	0.1866737854970107	false
C14F11.1b	0.8883519239299361	0.9977018437947367	0.9995692703162754	0.06419918473635414	false
C14F11.1a	0.8981970455813705	0.9941997772774004	0.9995692703162754	0.057371136781343125	false
F26F4.7	0.6982519112900625	N/A	N/A	0.12259586768366465	false
E01A2.2b	0.8035459525530114	0.18571814610748524	0.9995692703162754	1.1700407683376996E-4	false
F13E6.1	0.8905209333809179	0.8674501235553136	0.9995692703162754	0.02445140953598471	false
E01A2.2a	0.8108050577643621	0.5095064740167647	0.9995692703162754	0.003914382791685884	false
W07E11.1	0.8298823772952365	0.9776816070480887	0.9995692703162754	0.07822452803658532	false
ZK1307.8	0.7864920274729231	0.9528829582675857	0.9995692703162754	0.09239168378531033	false
F26F4.1	0.7202130566581332	N/A	N/A	0.11066107608630248	false
ZK1307.4	N/A	N/A	N/A	N/A	false
C04C3.3	0.929279592079336	0.05862325245368712	0.6148714540383743	0.021277689146133975	false
W07E6.4	0.7274369885128605	0.9605866307413167	0.9995692703162754	0.14166058698464018	false
W07E6.2	N/A	N/A	N/A	N/A	false
W07E6.1	0.9320985219250609	0.9781988092049442	0.9995692703162754	0.02803844112487748	false
T03F1.3	0.9379401870726604	0.9635848805367463	0.9995692703162754	0.01871416057407421	false
T03F1.1	0.7802682395776134	0.4220085268247402	0.9995692703162754	0.012509912036242582	false
ZK328.5b	0.7965497468020022	0.6959350821649118	0.9995692703162754	0.06416738626280805	false
ZK328.5a	0.7693149815316643	0.6666765940845334	0.9995692703162754	0.06496762057870978	false
T07C4.3b	N/A	N/A	N/A	N/A	false
R07B7.11	0.6893926592330292	0.774191734306909	0.9995692703162754	0.10901123997013329	false
E01A2.1b	0.6759822842390754	0.002338584074199035	0.008441255525690295	0.21614037203641134	true
T07C4.3a	N/A	N/A	N/A	N/A	false
W02D3.9	N/A	N/A	N/A	N/A	false
W02D3.7	0.820532888758274	0.9885528929608516	0.9995692703162754	0.08975800299435088	false
W02D3.6	0.8661602305978592	0.2371594880169609	0.9995692703162754	0.0026202365574015773	false
W02D3.5	0.8443843533626642	0.6967166256672075	0.9995692703162754	0.026042405866301986	false
CD4.6	0.8718243598125213	0.927965228658206	0.9995692703162754	0.04011055302115016	false
C50H11.1	N/A	N/A	N/A	N/A	false
W02D3.2	N/A	N/A	N/A	N/A	false
Y37H9A.6	0.8909842074818871	0.9998384617949684	0.9995692703162754	0.0816543323788508	false
W02D3.1	0.761326038133987	0.38853513199076944	0.9995692703162754	0.0470280799465297	false
F46E10.9	0.8847931838290267	0.04171362135073235	0.4154795145022508	0.03783263588588585	false
CD4.3	N/A	N/A	N/A	N/A	false
CD4.2	N/A	N/A	N/A	N/A	false
Y37H9A.3	0.7976190476190477	N/A	N/A	N/A	false
K10B2.3b	0.8108231524457395	0.7753379546658599	0.9995692703162754	0.03461008642680518	false
K10B2.3a	0.8045473701043667	0.19456447902947235	0.9995692703162754	0.020184460431324068	false
C14E2.2	N/A	N/A	N/A	N/A	false
F37B12.2	0.7562761649052544	0.033558152856155515	0.3036793146437362	0.09275544896443216	false
C36C5.15	N/A	N/A	N/A	N/A	false
C52E4.2b	1.0	1.0	1.0	0.0	false
C52E4.2a	1.0	1.0	1.0	0.0	false
C36C5.12	N/A	N/A	N/A	N/A	false
F47A4.2	N/A	N/A	N/A	N/A	false
ZK593.1c	0.8330305656080471	0.5702058752011656	0.9995692703162754	0.0057761564058073115	false
ZK593.1b	0.83196192753963	0.7280126683583239	0.9995692703162754	0.010903731242816276	false
T17H7.4j	N/A	N/A	N/A	N/A	false
T26C5.1	N/A	N/A	N/A	N/A	false
F13H10.4c	N/A	N/A	N/A	N/A	false
E01A2.10	N/A	N/A	N/A	N/A	false
Y71H2AM.8	N/A	N/A	N/A	N/A	false
Y71H2AM.5	0.8913129112972008	0.7983315307605371	0.9995692703162754	0.02311400610517484	false
Y71H2AM.4	0.7535485650279842	0.9632952595485005	0.9995692703162754	0.15470501291807087	false
B0244.8	N/A	N/A	N/A	N/A	false
F23F1.8b	0.9334182692668062	0.8322125720150713	0.9995692703162754	0.002097103278023425	false
C18H9.3	0.6175145855375193	N/A	N/A	0.11618781514693927	false
C18H9.2	N/A	N/A	N/A	N/A	false
F49C12.9	N/A	N/A	N/A	N/A	false
F49C12.8	0.9000521843325511	0.5790387000537969	0.9995692703162754	0.001401278240109364	false
Y48E1A.1a	0.9166666666666667	N/A	N/A	0.09090909090909094	false
T10B10.2	0.9010936948978173	0.9934484629226797	0.9995692703162754	0.03695396827097308	false
C08F11.12	0.8559549529345595	0.2301107658256552	0.9995692703162754	0.0036192994843020406	false
C08F11.11	0.9451364862287798	0.939093882266844	0.9995692703162754	0.012033825448902389	false
Y62E10A.13a	N/A	N/A	N/A	N/A	false
F13G11.3	0.6837237351732455	N/A	N/A	0.15644138308924332	false
C03D6.5	0.5	N/A	N/A	1.0	true
C03D6.4	0.7585627585012338	0.9376250557588095	0.9995692703162754	0.1098535688854175	false
Y111B2A.4a	N/A	N/A	N/A	N/A	false
F41H10.8	0.910395602414453	0.9994645256830551	0.9995692703162754	0.08832601448092949	false
F41H10.7	N/A	N/A	N/A	N/A	false
W01C9.3b	N/A	N/A	N/A	N/A	false
F59B8.2c	0.8643704203434325	0.9584567891515783	0.9995692703162754	0.04780979148902562	false
F59B8.2b	0.9345786453070012	0.7610137339958898	0.9995692703162754	0.006723628524220189	false
B0511.8	N/A	N/A	N/A	N/A	false
K01A2.11c	N/A	N/A	N/A	N/A	false
B0511.6	0.7697322437081492	0.9380757410674797	0.9995692703162754	0.09700758221114042	false
C32A3.2	0.6288149189012725	N/A	N/A	0.39442268037311534	true
F59D6.3	N/A	N/A	N/A	N/A	false
F13H10.2a	0.5108746722174201	0.08551053513549363	0.8958777031454783	0.21338585404450255	true
K02D10.1b	0.8365239879727097	0.517143421493595	0.9995692703162754	0.018309231695316945	false
K02D10.1a	0.836620206178529	0.6116873792686677	0.9995692703162754	0.016724012887701697	false
C24A3.2b	N/A	N/A	N/A	N/A	false
Y24F12A.2	N/A	N/A	N/A	N/A	false
C24A3.2a	N/A	N/A	N/A	N/A	false
C47D12.8	N/A	N/A	N/A	N/A	false
ZK973.6	0.9366218571252257	0.9519844443302756	0.9995692703162754	0.02475269318073314	false
F56E10.4	0.9584235999099108	0.9769562067962047	0.9995692703162754	0.01648924572749165	false
F09E5.17	N/A	N/A	N/A	N/A	false
AC3.5b	0.7955442307847975	0.1025566544119236	0.978341515427505	0.03760224269693656	false
C15H9.9	0.8639655858213469	0.6803638762788903	0.9995692703162754	0.028275587439464393	false
AC3.5a	0.791952827360126	0.12228817022338559	0.9995692703162754	0.04171164132949142	false
C15H9.6	0.94463613248138	0.877406682043816	0.9995692703162754	0.0052903988779232185	false
B0222.9	N/A	N/A	N/A	N/A	false
K02D7.4	0.8700465014472165	0.968958363157873	0.9995692703162754	0.04752377929752215	false
F43D9.6	1.0	N/A	N/A	N/A	false
Y38F1A.9	0.6083790078689195	0.09759067297332497	0.9469662008749746	0.10752464245056204	false
Y92H12A.5	N/A	N/A	N/A	N/A	false
F43D9.4	0.9335760425279745	0.9740341408006733	0.9995692703162754	0.021869455044069907	false
K02D7.1	0.7871598228897932	0.7409969597907504	0.9995692703162754	0.02984389394577459	false
B0222.5	0.8125	N/A	N/A	0.23076923076923078	true
Y38F1A.6	0.8550990692562364	0.3855370009854988	0.9995692703162754	0.007718706164916882	false
C25E10.9a	N/A	N/A	N/A	N/A	false
C15H9.1	1.0	N/A	N/A	0.0	false
Y92H12A.1	N/A	N/A	N/A	N/A	false
C34F11.3c	0.8004730655624329	0.1285709036994039	0.9995692703162754	0.03090655900745947	false
Y62E10A.11b	0.7424606231811437	N/A	N/A	N/A	false
F33D11.11	0.8823784525595347	0.7872298151224424	0.9995692703162754	0.02641520815803087	false
JC8.10a	N/A	N/A	N/A	N/A	false
Y63D3A.6b	0.7679128021725977	0.8562197272418254	0.9995692703162754	0.03921741912106023	false
F52F12.7a	0.7474813503273176	N/A	N/A	N/A	false
Y57G11A.2	N/A	N/A	N/A	N/A	false
Y63D3A.6a	0.7032440136778134	0.8028945489410892	0.9995692703162754	0.09269346895009054	false
ZK1251.6	0.8585263179180727	0.3310516675496257	0.9995692703162754	0.006609530701291371	false
Y37E3.8b	0.894125297687486	0.9971703920149627	0.9995692703162754	0.06152766698889381	false
Y37E3.8a	0.8905219708885737	0.9969599825620126	0.9995692703162754	0.06440784543115162	false
K10D2.7	N/A	N/A	N/A	N/A	false
K10D2.6	0.880599334286802	0.860603514955837	0.9995692703162754	0.05524803405333079	false
Y73F4A.1	0.8033821060181853	0.5469839130184617	0.9995692703162754	0.020018974845462653	false
T02G5.9c	0.9105016203230218	0.7133932351128266	0.9995692703162754	0.0018979142941152765	false
C23H4.3	N/A	N/A	N/A	N/A	false
T02G5.9b	0.9216366252484344	0.766967821995308	0.9995692703162754	0.005815824369264814	false
W03F9.1	0.7298115295872211	N/A	N/A	0.10442087117440339	false
C08B6.9	0.7229050011199768	0.367481490783246	0.9995692703162754	0.007631785461678028	false
C16C2.4	N/A	N/A	N/A	N/A	false
ZK909.3	0.7334847253246042	0.9185105941571282	0.9995692703162754	0.11713933910823741	false
Y67D8C.10d	0.9051971565092781	0.780770861457239	0.9995692703162754	0.0180580381993442	false
R01B10.1b	0.8498798689613882	0.03608688493937585	0.32864457923130846	0.044337994731144165	false
R01B10.1a	0.9148578599659714	0.12700038771570546	0.9995692703162754	0.015138538510273795	false
Y66D12A.9	0.7512292057400547	0.31151748381914157	0.9995692703162754	0.030174143235976898	false
Y67D8C.10b	0.9072311425873312	0.7103299035150888	0.9995692703162754	0.018713062922533594	false
Y67D8C.10a	0.9082010779182684	0.6985211047733583	0.9995692703162754	0.018560681953965368	false
F56D6.2	0.9285714285714286	N/A	N/A	N/A	false
F18E2.1a	N/A	N/A	N/A	N/A	false
Y67D2.5	N/A	N/A	N/A	N/A	false
ZK673.7	0.7904058490329824	0.9216681744388624	0.9995692703162754	0.06071791077367693	false
D2045.1b	0.8151670969135782	0.9980493713088889	0.9995692703162754	0.1163038043817311	false
Y67D2.3	0.6389925948103622	N/A	N/A	0.0033418004763335566	false
D2045.1a	0.7570361447728388	0.9664061676016577	0.9995692703162754	0.13606778039497486	false
Y40B10A.6	N/A	N/A	N/A	N/A	false
ZK673.2	0.8430302523567321	0.8946694369586763	0.9995692703162754	0.05065451145245833	false
F17C8.9	0.6799227521935111	0.5264589670962976	0.9995692703162754	0.014966941970045413	false
F59A6.6a	N/A	N/A	N/A	N/A	false
B0348.6c	0.7290781385348012	0.30836388432892553	0.9995692703162754	0.02598457814443609	false
B0348.6b	0.7189661394395993	0.28971545052397124	0.9995692703162754	0.020425530700489736	false
B0348.6a	0.7403166782104725	0.32373353007239963	0.9995692703162754	0.0026067943011371226	false
C50F7.10	0.7438337986304823	0.9038738015481909	0.9995692703162754	0.0752442833792126	false
T02D1.8	0.8001185629593136	0.5711382469208559	0.9995692703162754	0.032467144908933016	false
K07A1.12	0.816618637887825	0.7158343798555453	0.9995692703162754	0.04536722812290142	false
Y38F2AL.1	N/A	N/A	N/A	N/A	false
Y43F8C.8	N/A	N/A	N/A	N/A	false
T02D1.5	N/A	N/A	N/A	N/A	false
C08B6.8b	N/A	N/A	N/A	N/A	false
C08B6.8a	0.6635240785653497	0.6797493638500421	0.9995692703162754	0.037127800591240406	false
F36H1.1b	0.8818882714583188	0.7566624246311447	0.9995692703162754	0.029482108843641632	false
F36H1.1a	0.891268554641016	0.8047013861987438	0.9995692703162754	0.019081910138176526	false
F13G3.10b	N/A	N/A	N/A	N/A	false
F26B1.2e	N/A	N/A	N/A	N/A	false
F26B1.2c	0.8504358605439082	0.9829874550312312	0.9995692703162754	0.07352390519226948	false
F59A3.3	N/A	N/A	N/A	N/A	false
C35A5.11a	0.7060276321039344	N/A	N/A	N/A	false
F53F10.4	0.8782009558058254	0.834676643004647	0.9995692703162754	0.03630004558373724	false
F53F10.3	N/A	N/A	N/A	N/A	false
C44E12.1	0.6355997546740275	0.22190154198700276	0.9995692703162754	0.11194988629594825	false
Y111B2A.18	0.8534413186919948	0.7893667807346766	0.9995692703162754	0.03006563500468147	false
Y111B2A.17	N/A	N/A	N/A	N/A	false
T25B6.2	0.7559912811347284	0.5972629895743924	0.9995692703162754	0.06634469051747409	false
T22A3.4a	N/A	N/A	N/A	N/A	false
C17G10.8	0.8344122322867212	0.28502529835751983	0.9995692703162754	0.011425618925940479	false
K02A4.1	0.6535533343412182	0.011167996681773196	0.045737823307566795	0.1702912409124054	false
C17G10.2	N/A	N/A	N/A	N/A	false
D1025.2	0.7451680950232608	0.8366649557043335	0.9995692703162754	0.07540848882852418	false
C10G11.7	0.8414868924131443	0.7712518137002728	0.9995692703162754	0.042883062759775804	false
F09F3.9	N/A	N/A	N/A	N/A	false
F09F3.6	N/A	N/A	N/A	N/A	false
B0348.4b	N/A	N/A	N/A	N/A	false
Y92H12BR.8	0.8226291051661446	0.41877957436950297	0.9995692703162754	0.020066123955529452	false
C05C10.4	N/A	N/A	N/A	N/A	false
C56G7.1	0.9753086419753085	N/A	N/A	0.025316455696202306	false
C05C10.3	0.9259775684067669	0.8473336559367195	0.9995692703162754	0.008839588198035982	false
Y57A10A.18a	0.819701842137763	N/A	N/A	0.1386775095409923	false
D2063.3b	0.5911237588983203	0.009895759034146818	0.03407601572739188	0.30234041696182934	true
D2063.3a	0.5986103979095051	0.005947977347973492	0.021344317543531176	0.29921073584664865	true
Y48G8AL.8b	0.8878294322481476	0.7883020350630108	0.9995692703162754	0.037751133648828976	false
Y75B12B.5	0.924484197825237	0.5479386369452859	0.9995692703162754	0.01170257615159576	false
Y48G8AL.8a	0.8864195445974289	0.8179495391724498	0.9995692703162754	0.027172713338419367	false
C41C4.8	0.8987763294344385	0.9697809968794094	0.9995692703162754	0.06709039837192851	false
D1014.3	0.7871485155560455	0.9755052474955546	0.9995692703162754	0.10114743547068702	false
Y75B12B.2	0.9408795270491829	0.9719992099259757	0.9995692703162754	0.013584200810185616	false
Y75B8A.31	N/A	N/A	N/A	N/A	false
F56A3.4	N/A	N/A	N/A	N/A	false
Y75B8A.30	0.6835047507443575	N/A	N/A	0.214751226882215	true
C44B12.5	0.9041263737011601	0.8619982377898479	0.9995692703162754	0.017612444093472537	false
C44B12.2	0.8270377218283772	0.35686573738649824	0.9995692703162754	0.008639646426330945	false
C44B12.1	0.9119308647124275	0.6829009520742606	0.9995692703162754	0.0066296637739668915	false
F57B9.6b	0.9201056982720034	0.9181163688521218	0.9995692703162754	0.014868354652284728	false
