Protein	Corr_DrugRep_avg_ContRep_avg	PValue	FDR	Fold-change 	Fold-change 
W04C9.2	N/A	N/A	N/A	N/A	false
F02A9.4a	0.8780412126216136	0.29217721082987086	1.0	0.010556727569053964	false
F42G8.10b	0.8502575267848818	0.7166406352904118	1.0	0.026038454045872465	false
W04C9.1	0.8877422218296988	0.21881847107697794	1.0	0.005536143130457115	false
F42G8.10a	0.8749327198468524	0.8340707991907244	1.0	0.014578935644141358	false
C43G2.2	0.8946482367534999	N/A	N/A	0.08923442606714858	false
Y32H12A.2b	N/A	N/A	N/A	N/A	false
Y32H12A.2a	N/A	N/A	N/A	N/A	false
K06B9.2	0.5777342153766198	0.0017810533067094394	0.06495013330700108	0.3921837094981941	true
F07A11.5	0.8149607485573058	0.8065764545522701	1.0	0.05788864394767702	false
F07A11.3	N/A	N/A	N/A	N/A	false
ZK856.8	N/A	N/A	N/A	N/A	false
F48E3.8b	N/A	N/A	N/A	N/A	false
ZK856.7	0.8789910471809818	0.6480823255567384	1.0	0.0463683130100459	false
F48E3.8a	N/A	N/A	N/A	N/A	false
F18E2.1b	N/A	N/A	N/A	N/A	false
F18E2.1a	N/A	N/A	N/A	N/A	false
ZK856.5	N/A	N/A	N/A	N/A	false
T23B12.4	N/A	N/A	N/A	N/A	false
T23B12.3	N/A	N/A	N/A	N/A	false
T23B12.2	N/A	N/A	N/A	N/A	false
R13H4.4f	0.7383959808923395	N/A	N/A	0.26579282994294867	true
W03F11.1	0.8917468245269453	0.5911722453141042	1.0	0.1213945174747118	false
R13H4.4e	0.7383959808923395	N/A	N/A	0.26579282994294867	true
ZK856.1	N/A	N/A	N/A	N/A	false
R13H4.4d	0.7383959808923395	N/A	N/A	0.26579282994294867	true
R13H4.4b	0.7383959808923395	N/A	N/A	0.26579282994294867	true
R13H4.4a	0.7383959808923395	N/A	N/A	0.26579282994294867	true
K01G5.9	N/A	N/A	N/A	N/A	false
F57H12.7	N/A	N/A	N/A	N/A	false
K01G5.7	0.9332798496471919	0.9168724417989011	1.0	0.01918294450972178	false
F57H12.6	0.7196962532599682	0.6876809110047523	1.0	0.13148031441568772	false
K01G5.5	0.8835866616549687	0.36768520219695144	1.0	0.016504322108984372	false
