ProteinID	CR1F1	CR1F2	CR1F3	CR1F4	CR1F5	CR1F6	CR1F7	CR1F8	CR1F9	CR1F10	DR1F1	DR1F2	DR1F3	DR1F4	DR1F5	DR1F6	DR1F7	DR1F8	DR1F9	DR1F10	CR2F1	CR2F2	CR2F3	CR2F4	CR2F5	CR2F6	CR2F7	CR2F8	CR2F9	CR2F10	DR2F1	DR2F2	DR2F3	DR2F4	DR2F5	DR2F6	DR2F7	DR2F8	DR2F9	DR2F10	CR3F1	CR3F2	CR3F3	CR3F4	CR3F5	CR3F6	CR3F7	CR3F8	CR3F9	CR3F10	DR3F1	DR3F2	DR3F3	DR3F4	DR3F5	DR3F6	DR3F7	DR3F8	DR3F9	DR3F10	CR4F1	CR4F2	CR4F3	CR4F4	CR4F5	CR4F6	CR4F7	CR4F8	CR4F9	CR4F10
K02F3.2	29	14	6	0	0	0	0	0	0	0	14	19	5	0	0	0	0	0	0	0	20	23	13	0	0	0	0	0	0	0	21	22	12	0	0	0	0	0	0	0	30	35	7	0	0	0	0	0	0	0	24	26	11	0	0	0	0	0	0	0	25	25	26	5	0	0	0	0	0	0
K02F3.3	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	4	10	0
Y45G12C.3	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	0	4	6	0	0	0
Y45G12C.2	0	0	0	0	10	28	24	0	0	0	0	0	0	0	6	32	4	0	0	0	0	0	0	3	7	24	20	0	0	0	0	0	0	3	10	2	22	0	0	0	0	0	0	0	0	13	31	0	0	0	0	0	0	0	4	15	29	2	0	0	0	0	0	0	4	13	22	0	0	0
R10E11.5a	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0
ZK836.2b	0	2	15	22	4	0	0	0	0	0	0	0	4	15	19	2	0	0	0	0	0	0	5	13	10	0	0	0	0	0	0	0	4	11	16	0	0	0	0	0	0	2	6	15	10	2	0	0	0	0	0	0	0	5	13	5	0	0	0	0	0	0	0	16	2	10	0	0	0	0
ZK836.2a	0	2	19	26	5	0	0	0	0	0	0	0	5	16	22	3	0	0	0	0	0	0	7	14	13	0	0	0	0	0	0	0	5	13	20	0	0	0	0	0	0	2	6	19	11	2	0	0	0	0	0	0	0	5	17	5	0	0	0	0	0	0	2	20	2	15	0	0	0	0
K02F3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	8	0
Reverse_T08A9.3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F29F11.6a	3	0	0	3	7	11	12	7	15	15	0	4	0	4	3	6	5	6	19	14	2	3	2	2	6	9	13	9	40	12	0	2	0	5	8	3	12	9	40	16	2	9	4	6	7	18	10	8	18	17	2	8	4	8	5	6	3	6	23	19	10	13	12	11	9	18	12	22	47	12
Reverse_T08A9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10C2.1	0	0	0	0	0	0	12	111	131	19	0	0	0	0	0	2	15	93	112	13	0	0	0	0	0	3	23	183	16	7	0	0	0	0	0	5	17	124	56	6	0	0	0	0	0	0	4	55	156	19	0	0	0	0	0	0	16	55	155	23	0	0	0	0	17	0	36	191	13	4
K10C2.4	0	0	2	5	40	81	30	6	0	0	0	0	3	9	38	75	16	5	0	0	0	3	2	6	44	64	16	2	0	0	0	2	2	14	35	63	20	0	0	0	0	3	0	2	21	81	47	14	2	0	0	2	0	3	27	86	49	8	0	0	0	2	8	5	19	52	40	3	0	0
K10C2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Y37D8A.23a	0	0	0	3	4	11	0	0	0	0	0	0	0	4	7	2	0	0	0	0	0	0	0	2	5	7	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	4	16	0	0	0	0	0	0	0	4	6	2	0	0	0	0	0	0	0	3	3	15	0	0	0	0
Y37D8A.23b	0	0	0	3	4	8	0	0	0	0	0	0	0	4	5	2	0	0	0	0	0	0	0	2	4	5	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	3	2	11	0	0	0	0
Y37D8A.23c	0	0	0	2	3	7	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ZK546.1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZK546.2a	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ZK546.2b	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
C32F10.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0
C32F10.1a	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0
W10D5.3g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F28D9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F29C12.4	2	2	11	2	0	0	0	0	0	0	2	4	7	2	0	0	0	0	0	0	3	5	6	0	0	0	0	0	0	0	0	6	7	4	0	0	0	0	0	0	0	7	9	10	0	0	0	0	0	0	7	10	7	6	0	0	0	0	0	0	0	4	11	10	0	0	0	0	0	0
F35H10.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F35H10.11	53	30	14	8	0	0	0	0	0	0	53	21	18	11	4	0	0	0	0	0	72	16	19	9	0	0	0	0	0	0	58	16	16	9	2	0	0	0	0	0	76	24	35	10	6	0	0	0	0	0	72	20	21	13	6	0	0	0	0	0	123	24	21	10	0	3	0	0	0	0
C44C8.6a	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
F09B9.2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	0	0	0
Y57G11C.10c	0	0	0	0	16	6	4	7	3	6	0	0	0	4	13	8	9	6	0	7	0	0	0	3	14	6	4	0	2	7	0	0	0	3	14	11	0	3	2	6	0	0	0	2	9	12	0	4	0	2	0	0	0	2	15	10	3	6	0	4	0	0	2	3	8	14	5	0	0	0
Y57G11C.10b	0	6	8	11	90	37	4	7	3	6	3	4	9	33	82	31	9	6	0	7	5	7	12	20	85	24	4	0	2	7	4	3	9	20	73	35	3	3	2	6	0	9	8	14	83	82	0	4	0	2	0	7	13	14	94	62	5	6	0	4	0	9	21	23	23	76	7	0	0	0
Y57G11C.10a	0	6	8	11	91	37	4	7	3	6	3	4	9	33	82	31	10	6	0	7	5	7	12	20	86	24	4	0	2	8	4	3	9	20	73	35	3	3	2	6	0	9	8	14	86	86	0	5	0	2	0	7	13	14	97	63	5	7	0	5	0	9	21	23	24	78	7	0	0	0
C32F10.8b	0	0	8	14	39	53	3	0	0	0	0	0	7	16	38	50	4	2	0	2	0	3	7	17	40	43	2	0	0	2	0	0	7	15	39	26	7	0	0	0	0	4	5	16	42	62	15	2	0	0	0	6	15	18	34	52	31	9	0	0	0	7	10	10	11	38	10	0	0	0
C32F10.8a	0	3	16	28	64	82	13	3	0	2	0	4	14	29	63	82	12	4	0	2	0	4	13	29	67	68	7	0	0	3	0	0	13	29	65	40	13	0	0	0	0	4	7	25	59	95	19	4	0	0	0	7	18	27	51	77	44	13	0	0	0	8	12	19	17	72	17	0	0	0
Y57G11C.11a	0	0	3	3	0	0	0	0	0	0	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	7	0	3	0	0	0	0
F35H10.4	20	7	2	0	0	0	0	0	0	0	16	9	0	0	0	0	0	0	0	0	17	12	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0	0	27	25	2	0	0	0	0	0	0	0	20	12	0	0	0	0	0	0	0	0	17	22	26	15	0	0	0	0	0	0
F35H10.1	92	47	28	18	6	0	0	0	0	0	95	62	42	20	12	0	0	0	0	0	107	39	52	11	3	0	0	0	0	0	93	67	50	21	10	0	0	0	0	0	118	36	18	17	7	0	0	15	0	0	82	35	22	17	6	14	8	12	13	11	185	39	24	7	0	13	23	0	4	0
F09C12.7	0	3	0	2	7	5	50	73	70	57	0	6	0	4	3	9	48	58	61	38	0	4	2	5	4	12	145	121	42	59	0	2	0	4	4	19	72	61	43	18	0	9	4	4	3	8	49	205	178	224	0	9	5	5	3	9	37	86	205	169	2	4	7	3	26	11	181	232	202	84
ZK1127.4	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ZK1127.7	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0
ZK1127.6	0	0	3	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	4	13	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0
F54F2.8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0	0	2	8	9	0	0	0	0	0	0	0	0	11	3	0	0	0
Y57G11C.12b	12	7	4	0	0	0	0	0	0	0	14	9	2	0	0	0	0	0	0	0	23	14	9	0	0	0	0	0	0	0	14	13	4	0	0	0	0	0	0	0	16	12	7	4	0	0	0	0	0	0	15	8	5	0	0	0	0	0	0	0	7	9	10	5	0	0	0	0	0	0
R10E11.1a	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F54F2.1	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	2	3	0	0	0	0	0	0	0	0
C46G7.4c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
C46G7.4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0
Y60A3A.21a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y73F8A.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y73F8A.6	0	0	0	0	9	21	13	6	7	74	0	3	0	2	6	19	29	6	14	91	0	0	0	2	4	40	21	2	39	83	0	0	0	0	9	37	18	9	27	91	0	0	0	0	0	27	50	23	11	126	0	0	0	0	6	37	43	20	17	122	0	0	0	0	19	12	16	7	31	54
R102.2	0	0	0	0	0	0	10	9	11	4	0	0	0	0	0	0	5	9	13	6	0	0	0	0	0	0	14	10	13	0	0	0	0	0	0	0	10	7	8	3	0	0	0	0	0	0	7	14	20	3	0	0	0	0	0	0	8	8	21	3	0	0	0	0	3	0	14	10	6	3
C34H4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0
C34H4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
K06C4.2	56	19	20	8	0	0	0	2	0	0	41	22	19	12	2	0	0	0	0	0	54	22	24	15	0	0	0	3	0	0	78	23	23	12	7	0	0	0	0	2	44	16	16	11	4	0	0	0	0	0	59	18	26	9	5	0	0	0	0	0	144	17	15	10	0	0	0	0	0	0
K06C4.3	92	47	28	18	6	0	0	0	0	0	96	62	42	20	12	0	0	0	0	0	107	39	52	11	3	0	0	0	0	0	93	67	50	21	10	0	0	0	0	0	118	36	18	17	7	0	0	15	0	0	82	35	22	17	6	14	8	12	13	11	185	39	24	7	0	13	23	0	4	0
K06C4.5	23	18	9	6	2	0	0	2	0	0	22	10	6	8	3	0	0	0	0	0	22	9	9	5	2	0	0	0	0	2	50	11	6	5	4	2	2	2	0	2	26	11	20	9	3	0	2	2	0	0	55	12	16	10	6	0	2	2	2	0	65	52	21	7	5	3	2	2	0	3
F17A9.4	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	7	0	3	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	3	9	8	0	0
F17A9.2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
B0285.4	0	0	0	0	3	14	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	2	21	2	0	0	0	0	0	0	0	4	23	0	0	0	0	0	0	0	0	0	15	0	0	0	0
Y18H1A.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C36E6.3	80	38	36	17	4	0	0	0	0	4	83	33	35	15	6	4	8	6	6	8	136	36	50	18	4	4	6	0	7	3	125	32	36	16	7	5	7	4	8	12	159	39	41	33	5	4	0	3	2	4	156	36	46	24	9	7	5	6	5	9	172	18	62	32	11	8	4	3	6	3
C36E6.5	81	39	36	15	4	0	0	0	0	4	90	34	32	13	7	6	8	6	6	8	137	35	46	17	5	4	6	0	7	3	128	30	33	13	7	5	7	4	8	12	162	38	43	33	6	3	0	3	2	4	157	37	45	24	7	7	6	6	5	9	176	18	64	34	11	8	5	3	6	3
Y48C3A.16	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	3	3	8	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	6	4
M04F3.1	4	2	6	4	0	0	0	0	0	0	3	3	5	3	0	0	0	0	0	0	5	3	3	6	0	0	0	0	0	0	2	0	4	3	0	0	0	0	0	0	4	2	4	15	3	0	0	0	0	0	5	2	10	13	0	0	0	0	0	0	8	2	7	13	0	0	0	0	0	0
C18H7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
F59G1.3	0	0	2	2	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	7	9	0	0	0	0	0	0
F59G1.7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	7	2	0	0	0	0	0	0	0	0	5	0	0	0
T01B11.4	322	222	84	32	6	3	2	11	3	24	270	234	88	24	7	3	9	14	5	27	218	231	119	27	7	2	6	8	11	29	291	323	128	27	8	5	0	12	10	29	321	263	107	38	10	2	0	6	0	6	298	233	131	40	7	0	0	9	0	11	425	334	308	97	31	12	5	8	7	7
C43C3.3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H04M03.3	3	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0
H04M03.4	0	0	16	7	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	2	11	2	0	0	0	0	0	0	0	2	8	2	0	0	0	0	0	0	0	2	7	12	0	0	0	0	0	0	0	2	7	6	0	0	0	0	0	0	0	3	3	9	0	0	0	0	0	0
F35G12.2	28	20	10	3	5	13	0	0	0	0	23	20	8	0	2	2	0	0	0	0	23	22	12	6	4	6	0	0	0	0	20	19	13	4	3	0	0	0	0	0	25	24	13	6	2	8	3	0	0	0	29	17	11	3	3	6	0	0	0	0	26	22	13	2	0	4	2	0	0	0
F57B9.10b	15	17	18	15	3	0	0	0	0	0	13	18	19	13	4	0	0	0	0	0	15	15	20	13	0	0	0	0	0	0	14	17	18	16	4	0	0	0	0	0	19	18	20	19	7	0	0	0	0	0	16	16	20	20	9	0	0	0	0	0	15	21	26	25	2	7	0	0	0	0
F35G12.8	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	3	0	0	0	0	0	0	0
F35G12.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T25E12.4e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
F39C12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F35C8.6	3	3	4	3	13	34	34	6	0	4	2	0	0	6	10	34	29	8	0	3	3	4	2	5	9	36	23	0	3	5	0	3	0	6	11	32	26	3	0	5	2	5	3	2	5	28	46	7	0	0	2	3	4	3	5	25	49	11	0	3	2	3	4	4	4	16	20	0	0	0
Y70C5C.1	0	0	3	4	10	0	0	0	0	0	0	0	4	6	10	0	0	0	0	0	0	0	3	5	8	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	2	3	12	5	0	0	0	0	0	2	3	4	14	2	0	0	0	0	0	0	2	6	3	9	0	0	0	0
B0336.2	0	0	0	3	9	13	17	31	16	10	0	0	0	5	6	12	13	25	20	12	0	0	0	4	7	13	27	32	8	8	0	0	0	5	12	4	22	12	4	4	0	0	0	2	7	9	14	26	29	15	0	0	0	5	6	5	23	28	16	14	0	2	5	7	17	20	37	45	19	6
B0336.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H19N07.3a	0	0	2	0	2	8	5	0	0	0	0	0	0	0	3	10	0	0	0	0	2	0	0	0	3	8	0	0	0	0	0	0	2	0	3	3	3	0	0	0	2	2	0	0	0	6	9	0	0	0	0	0	0	0	0	7	9	0	0	0	2	0	0	0	2	7	4	0	0	0
T16G12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
T16G12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
H19N07.3b	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	4	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	5	2	0	0	0
Y54G2A.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
C52G5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H19N07.2e	3	7	42	12	0	0	0	0	0	0	5	16	28	6	0	0	0	0	0	0	2	4	33	12	0	0	0	0	0	0	0	10	34	7	0	0	0	0	0	0	0	8	34	42	0	0	0	0	0	0	4	21	36	19	0	0	0	0	0	0	4	11	27	55	3	0	0	0	0	0
H19N07.2a	3	7	42	12	0	0	0	0	0	0	5	16	28	6	0	0	0	0	0	0	2	4	33	12	0	0	0	0	0	0	0	10	34	7	0	0	0	0	0	0	0	8	34	43	0	0	0	0	0	0	4	21	36	19	0	0	0	0	0	0	4	11	27	56	3	0	0	0	0	0
Y54G2A.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07H8.6b	97	135	146	113	48	24	8	6	4	11	91	102	139	128	42	40	19	10	3	13	93	122	163	101	49	15	3	3	10	13	101	110	135	118	47	41	12	0	7	12	99	127	194	161	78	38	11	3	0	7	96	131	162	163	66	55	39	10	0	0	80	82	140	104	24	33	2	0	0	0
