ProteinID	CR1F1	CR1F2	CR1F3	CR1F4	CR1F5	CR1F6	CR1F7	CR1F8	CR1F9	CR1F10	DR1F1	DR1F2	DR1F3	DR1F4	DR1F5	DR1F6	DR1F7	DR1F8	DR1F9	DR1F10	CR2F1	CR2F2	CR2F3	CR2F4	CR2F5	CR2F6	CR2F7	CR2F8	CR2F9	CR2F10	DR2F1	DR2F2	DR2F3	DR2F4	DR2F5	DR2F6	DR2F7	DR2F8	DR2F9	DR2F10	CR3F1	CR3F2	CR3F3	CR3F4	CR3F5	CR3F6	CR3F7	CR3F8	CR3F9	CR3F10	DR3F1	DR3F2	DR3F3	DR3F4	DR3F5	DR3F6	DR3F7	DR3F8	DR3F9	DR3F10	CR4F1	CR4F2	CR4F3	CR4F4	CR4F5	CR4F6	CR4F7	CR4F8	CR4F9	CR4F10
C10G8.5b	6	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	4	4	2	0	0	0	0	0	0	0	6	5	2	0	0	0	0	0	0	0	7	5	0	2	0	0	0	0	0	0	8	3	3	0	0	0	0	0	0	0	7	4	8	0	0	0	0	0	0	0
C10G8.5c	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	4	3	2	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0
K12C11.2	0	0	0	0	0	3	9	23	28	23	0	0	0	0	0	5	16	26	30	24	0	0	0	0	0	5	13	38	21	15	0	0	0	0	0	7	9	36	28	12	0	0	0	0	0	2	6	29	43	23	0	0	0	0	0	0	3	17	48	27	0	0	0	0	3	0	9	38	13	6
K12C11.1	0	0	0	0	3	3	33	40	55	15	0	0	0	3	2	8	10	33	54	14	0	0	0	0	4	6	34	62	40	13	0	0	0	2	3	4	32	45	50	10	0	0	0	0	0	8	22	46	87	17	0	0	0	0	3	2	29	38	85	20	0	0	2	0	11	10	33	65	43	9
W02B12.2	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
F46E10.9	6	5	6	6	7	11	6	0	0	0	4	6	6	7	6	7	0	0	0	0	6	5	4	6	7	9	3	0	0	0	4	6	5	7	9	5	2	0	0	0	5	6	8	7	8	11	8	2	2	0	7	6	4	8	7	6	5	0	0	0	8	9	10	8	4	12	11	4	0	0
Y67H2A.6a	9	3	6	0	0	0	0	0	0	0	7	4	2	0	0	0	0	0	0	0	6	4	6	0	0	0	0	0	0	0	5	6	5	2	0	0	0	0	0	0	7	5	5	5	0	0	0	0	0	0	6	4	4	0	0	0	0	0	0	0	5	5	7	4	0	0	0	0	0	0
C27H5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
C27H5.3	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	3	6	2	0	0	0	0	0	0	0	8	4	0	0
R31.2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R31.1d	7	9	19	0	0	0	0	0	0	0	9	8	6	0	0	0	0	0	0	0	6	11	20	0	0	0	0	0	0	0	12	13	14	0	0	0	0	0	0	0	8	9	20	6	0	0	0	0	0	0	6	9	7	2	0	0	0	0	0	0	18	17	23	5	0	0	0	0	0	0
R31.1c	7	9	19	0	0	0	0	0	0	0	9	8	6	0	0	0	0	0	0	0	6	11	20	0	0	0	0	0	0	0	12	13	14	0	0	0	0	0	0	0	7	9	20	6	0	0	0	0	0	0	6	9	7	2	0	0	0	0	0	0	18	16	23	5	0	0	0	0	0	0
F54E2.3b	30	2	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	2	0	0	0	87	0	0	0	0	0	0	8	5	0	76	0	0	0	0	0	2	8	4	3	91	0	0	0	0	0	6	5	5	0
F54E2.3a	32	2	0	0	0	0	2	2	0	0	41	0	0	0	0	0	0	3	2	0	75	0	0	0	0	0	4	3	0	0	50	0	0	0	0	0	2	2	0	0	90	0	0	0	0	0	0	10	6	0	79	0	0	0	0	0	2	10	4	3	99	0	0	0	0	0	8	7	5	0
F54E2.3d	31	2	0	0	0	0	2	2	0	0	40	0	0	0	0	0	0	3	2	0	73	0	0	0	0	0	4	3	0	0	48	0	0	0	0	0	2	0	0	0	85	0	0	0	0	0	0	10	6	0	77	0	0	0	0	0	2	8	3	2	95	0	0	0	0	0	6	7	0	0
F54E2.3c	32	2	0	0	0	0	2	2	0	0	41	0	0	0	0	0	0	3	2	0	75	0	0	0	0	0	4	3	0	0	50	0	0	0	0	0	2	2	0	0	89	0	0	0	0	0	0	10	6	0	78	0	0	0	0	0	2	10	4	3	99	0	0	0	0	0	8	7	5	0
C37E2.1	66	30	31	5	0	0	0	0	0	0	54	40	25	4	0	0	0	0	0	0	63	57	33	5	0	0	0	0	0	0	58	51	28	4	0	0	0	0	0	0	60	53	31	10	0	0	0	0	0	0	55	42	23	4	0	0	0	0	0	0	66	48	30	14	4	0	0	0	0	0
Y34D9A.10	9	5	9	6	0	0	0	0	0	0	10	4	5	0	0	0	0	0	0	0	5	8	7	6	5	0	0	0	0	0	7	11	8	8	0	0	0	0	0	0	8	13	6	10	4	0	0	0	0	0	8	11	11	4	0	0	0	0	0	0	11	12	15	12	0	7	0	0	0	0
Y60A3A.9	4	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	3	2	3	0	0	0	0	0	0	0
C02E11.1a	12	9	9	4	4	5	3	0	0	0	11	14	10	6	3	4	0	0	0	0	17	15	12	10	4	2	0	0	0	0	10	14	10	8	6	0	0	0	0	0	19	20	9	9	5	2	0	2	0	0	18	21	15	8	8	5	0	0	0	0	21	18	23	14	0	13	3	0	0	0
F49E12.1	0	0	0	0	0	0	37	8	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0	0	36	2	0	0	0	0	0	0	0	0	37	2	0	0	0	0	0	0	0	0	24	21	15	4	0	0	0	0	0	0	26	11	15	2	0	0	0	0	0	0	38	0	0	0
K03E6.5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
T10B10.2	24	18	6	0	0	0	0	0	0	0	23	17	4	0	0	0	0	0	0	0	30	22	7	0	0	0	0	0	0	0	21	16	7	0	0	0	0	0	0	0	29	31	19	2	0	0	0	0	0	0	30	28	9	3	0	0	0	0	0	0	18	27	19	6	2	0	0	0	0	0
W03F8.1	7	8	15	14	12	6	0	0	0	2	8	8	11	12	13	5	0	0	0	0	12	6	13	17	10	6	0	0	0	2	9	9	10	14	12	9	0	0	0	2	12	10	15	14	16	12	2	0	0	0	11	6	14	15	15	9	0	0	0	0	9	5	6	8	3	9	0	0	0	3
W03F8.4	4	3	8	5	5	5	0	0	0	0	0	6	3	0	0	3	0	0	0	0	3	5	9	5	3	3	0	0	0	0	0	6	6	7	3	0	0	0	0	0	0	3	6	5	0	3	0	0	0	0	0	5	4	0	2	3	0	0	0	0	2	3	5	5	0	2	0	0	0	0
W03F8.5	0	0	0	0	20	3	0	0	0	0	0	0	0	2	12	3	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	10	3	0	0	0
C18D11.4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
F59E12.4a	2	0	3	4	7	7	0	0	0	0	0	3	6	7	5	0	0	0	0	0	0	2	3	6	9	4	0	0	0	0	0	2	3	9	4	0	0	0	0	0	2	4	0	5	8	6	2	0	0	0	4	4	7	8	7	0	0	0	0	0	0	2	0	3	2	7	4	0	0	0
F59E12.5a	2	0	3	4	7	7	0	0	0	0	0	3	6	7	5	0	0	0	0	0	0	2	3	6	9	4	0	0	0	0	0	2	3	9	4	0	0	0	0	0	2	4	0	5	8	6	2	0	0	0	4	4	7	8	7	0	0	0	0	0	0	2	0	3	2	8	4	0	0	0
Y116A8C.42	3	0	0	0	0	0	5	4	12	6	0	0	0	0	0	2	2	0	18	6	3	3	0	0	0	3	8	12	15	3	3	3	0	0	0	0	4	11	16	5	0	0	0	0	0	2	0	11	19	6	3	0	0	0	0	0	3	6	20	9	0	3	0	0	2	0	6	18	14	0
B0414.7b	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Y116A8C.35	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0
Y55B1BM.1c	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0
Y55B1BM.1a	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0
H34I24.2	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	11	4	0	0	0	0	0	0	0	2	8	6	0	0	0	0	0	0	0	8	12	0
F56A11.5	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0
F56A11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	3	3	0	0	0	0	0	0	0
T22F3.4	56	51	19	0	0	0	0	0	0	0	48	37	16	0	0	0	0	0	0	0	49	27	28	0	0	0	0	0	0	0	48	39	25	3	0	0	0	0	0	0	52	54	36	4	0	0	0	0	0	0	55	52	19	5	0	0	0	0	0	0	66	44	54	10	10	0	0	0	0	0
M02H5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
T28H11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	2
T28H11.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0
C04C11.2	0	3	7	7	0	0	0	0	0	0	0	3	6	7	0	0	0	0	0	0	0	2	5	4	2	0	0	0	0	0	0	0	6	6	2	0	0	0	0	0	0	3	6	15	5	0	0	0	0	0	0	3	7	15	3	0	0	0	0	0	3	2	8	19	2	10	0	0	0	0
F56H11.4	4	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0
Y53G8AR.9	4	3	2	0	0	0	0	0	0	0	6	2	2	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	7	6	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	3	4	3	0	0	0	0	0	0	0
Y53G8AR.6	0	0	0	0	0	5	15	9	0	3	0	0	0	0	0	4	43	13	4	3	0	0	0	0	0	8	18	0	4	6	0	0	0	0	0	9	16	8	3	4	0	0	0	0	0	4	21	12	8	6	0	0	0	0	0	3	21	14	9	6	0	0	0	0	2	3	16	5	5	3
C27H6.2	18	10	12	6	0	0	0	0	0	0	14	18	10	3	0	0	0	0	0	0	13	11	11	2	0	0	0	0	0	0	14	12	11	5	0	0	0	0	0	0	14	13	9	8	0	0	0	0	0	0	10	12	8	4	0	0	0	0	0	0	18	14	16	8	0	0	0	0	0	0
C27H6.8	0	0	0	0	6	22	23	14	5	0	0	0	0	0	0	23	14	8	7	0	0	0	0	0	4	25	19	13	0	0	0	0	0	0	2	14	23	9	2	0	0	0	0	0	0	17	27	21	11	3	0	0	0	0	0	20	31	19	15	7	0	0	0	0	2	16	28	12	0	0
Y119C1B.4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	3	3	2	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0
F14F3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y38F2AL.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
Reverse_Y43F8B.4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F32A5.2a	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	2	5	2	0	0	0	0	0	0	0	0	6	2	0	0	0
T22H2.6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0
K07F5.11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	4
ZK353.9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	4	7	0	0	0
ZK353.8	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	7	2	0	0
ZK353.6	0	0	0	0	0	0	9	45	81	17	0	0	0	0	0	0	4	48	75	14	0	0	0	0	0	0	10	88	35	9	0	0	0	0	0	3	16	59	45	6	0	0	0	0	0	0	0	24	96	23	0	0	0	0	0	0	9	26	104	32	0	0	0	0	8	2	20	94	40	9
F32A5.4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	2	0
C34B2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34B2.7	11	18	21	32	41	11	4	0	0	0	13	15	20	30	42	13	0	0	0	0	12	15	24	35	34	10	0	0	0	0	13	14	21	31	42	9	0	0	0	0	8	12	14	29	43	8	2	0	0	0	12	11	19	33	43	14	2	0	0	0	8	10	17	31	11	34	0	0	0	0
C34B2.6	0	0	26	6	0	0	0	0	0	0	2	6	13	5	0	0	0	0	0	0	0	3	11	9	0	0	0	0	0	0	0	3	14	5	0	0	0	0	0	0	0	3	11	15	0	0	0	0	0	0	2	6	10	9	0	0	0	0	0	0	3	6	22	24	0	0	0	0	0	0
C34B2.8	17	16	5	0	0	0	0	0	0	0	12	16	3	0	0	0	0	0	0	0	14	10	6	0	0	0	0	0	0	0	13	21	8	0	0	0	0	0	0	0	13	11	16	7	0	0	0	0	0	0	17	9	14	0	0	0	0	0	0	0	11	17	13	10	8	0	0	0	0	0
F56A3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
T04B8.5a	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08D10.3	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K08D10.4	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	4	5	0	0	0	0	0	0
C13B4.2	3	6	12	23	28	9	3	0	0	2	5	14	18	22	17	3	2	0	0	0	2	9	12	17	30	3	0	0	0	2	0	6	13	18	20	2	0	0	0	0	2	9	9	22	43	17	0	0	0	0	3	13	29	29	29	5	0	2	0	0	0	4	15	25	8	34	2	0	0	0
R05A10.1a	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	2	2
R05A10.1b	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	2	3
D2045.1a	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	2	5	5	0	0	0	0	0	0	0	2	8	7	0	0	0	0	0	0	0	0	8	8	0	0	0	0	6	0	0	2	5	9	0	0	0	0	6	0	0	3	5	6	0	0	0	0	0	0	0	4	9	0
D2045.1b	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	2	5	4	0	0	0	0	0	0	0	2	7	5	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	2	5	7	0	0	0	0	0	0	0	3	5	5	0	0	0	0	0	0	0	4	9	0
Y37H9A.6	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	4	5	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	7	13	0	0	0
Y37H9A.3	0	0	0	4	2	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0
D2063.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y71H10A.1b	30	16	18	7	0	0	0	0	0	0	17	23	13	6	0	0	0	0	0	0	24	32	22	8	2	0	0	0	0	0	19	28	25	2	0	0	0	0	0	0	26	32	15	15	0	0	0	0	0	0	23	25	16	15	0	0	0	0	0	0	44	39	35	21	3	3	0	0	0	0
Y71H10A.1a	51	28	28	13	2	0	0	0	0	0	27	36	22	10	0	0	0	0	0	0	44	52	36	13	3	0	0	0	0	0	29	43	37	8	2	0	0	0	0	0	47	49	25	24	2	0	0	0	0	0	38	45	27	21	2	0	0	0	0	0	64	63	55	36	5	8	0	0	0	0
Reverse_C09D1.1g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
T21E12.4	45	21	21	0	0	0	0	3	6	0	38	33	9	0	0	0	0	3	6	0	24	48	36	0	0	0	2	2	0	0	27	44	23	0	0	0	0	0	0	0	49	71	15	0	0	0	0	2	4	0	35	49	15	0	0	0	0	3	0	0	88	58	58	6	0	0	0	3	0	0
Reverse_C09D1.1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reverse_C09D1.1e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reverse_C09D1.1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Y73F8A.27	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	2	8	0	0	0
R07H5.3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
R11F4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
Y74C10AR.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	3	0	0	0	0	0	0	0
Y74C10AR.1	3	7	9	6	3	0	0	0	0	0	2	6	10	5	2	0	0	0	0	0	0	6	11	9	4	0	0	0	0	0	0	6	11	8	3	0	0	0	0	0	0	7	6	12	6	2	0	0	0	0	6	9	12	12	5	0	0	0	0	0	4	5	12	13	2	3	0	0	0	0
R07H5.2a	0	0	12	37	4	0	0	0	0	0	0	2	17	24	6	0	0	0	0	0	0	2	7	22	5	0	0	0	0	0	0	2	9	26	8	0	0	0	0	0	2	3	6	38	28	0	0	0	0	0	2	3	9	38	19	0	0	0	0	0	0	5	10	26	0	12	0	0	0	0
Y22D7AL.10	0	0	0	7	21	37	46	44	35	39	0	0	0	10	20	34	78	52	41	36	2	0	0	6	25	39	48	40	35	33	2	0	0	14	23	50	53	33	31	32	0	4	0	6	23	42	61	55	44	40	0	4	4	7	25	44	57	52	46	37	0	2	4	7	13	33	51	36	17	13
R07H5.2b	0	0	10	26	2	0	0	0	0	0	0	0	12	18	5	0	0	0	0	0	0	2	5	16	3	0	0	0	0	0	0	2	6	20	6	0	0	0	0	0	2	2	5	30	17	0	0	0	0	0	0	2	7	27	12	0	0	0	0	0	0	3	7	19	0	9	0	0	0	0
K09B11.9b	3	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	3	3	2	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	6	2	2	0	0	0	0	0	0	0	9	5	4	0	0	0	0	0	0	0
Y104H12BR.1	0	0	0	0	9	28	0	0	0	0	0	0	0	2	16	22	0	0	0	0	0	0	0	0	12	21	0	0	0	0	0	0	0	3	14	17	0	0	0	0	0	0	0	0	3	31	8	0	0	0	0	0	0	0	11	18	0	0	0	0	0	0	0	4	4	27	8	0	0	0
